Date,Team A,Team B,Score A,Score B,Result A,Result B,Event,Competition,Division,Venue,Location,Match ID,Original Team ID,Team A Normalized,Team B Normalized,Team A Match,Team A Match Type,Team B Match,Team B Match Type
2025-09-11,FC Elite Arizona 2015 Boys Black,Arizona Soccer Academy 2015 Boys,4,2,W,L,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_82,,fc elite arizona 2015 boys black,arizona soccer academy 2015 boys,FC Elite Arizona 2015 Boys Black,EXACT,Arizona Soccer Academy 2015 Boys,EXACT
2025-09-18,FC Elite Arizona 2015 Boys Black,Paris Saint-Germain Academy Phoenix 2015 Boys White,2,0,W,L,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_83,,fc elite arizona 2015 boys black,paris saint-germain academy phoenix 2015 boys white,FC Elite Arizona 2015 Boys Black,EXACT,Paris Saint-Germain Academy Phoenix 2015 Boys White,EXACT
2025-09-25,FC Elite Arizona 2015 Boys Black,Phoenix Premier FC 2015 Boys Blue,3,4,L,W,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_84,,fc elite arizona 2015 boys black,phoenix premier fc 2015 boys blue,FC Elite Arizona 2015 Boys Black,EXACT,Phoenix Premier FC 2015 Boys Blue,EXACT
2025-05-20,FC Elite Arizona 2015 Boys Black,FC Batavia 2015 Boys,0,1,L,W,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_85,,fc elite arizona 2015 boys black,fc batavia 2015 boys,FC Elite Arizona 2015 Boys Black,EXACT,FC Batavia 2015 Boys,EXACT
2024-11-27,FC Elite Arizona 2015 Boys Black,RSL-AZ North 2015 Boys Black,2,1,W,L,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_86,,fc elite arizona 2015 boys black,rsl-az north 2015 boys black,FC Elite Arizona 2015 Boys Black,EXACT,RSL-AZ North 2015 Boys Black,EXACT
2025-03-07,FC Elite Arizona 2015 Boys Black,Sun Warriors AZFC 2015 Boys White,4,2,W,L,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_87,,fc elite arizona 2015 boys black,sun warriors azfc 2015 boys white,FC Elite Arizona 2015 Boys Black,EXACT,Sun Warriors AZFC 2015 Boys White,EXACT
2025-05-05,FC Elite Arizona 2015 Boys Black,Sun Warriors AZFC 2015 Boys Black,3,0,W,L,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_88,,fc elite arizona 2015 boys black,sun warriors azfc 2015 boys black,FC Elite Arizona 2015 Boys Black,EXACT,Sun Warriors AZFC 2015 Boys Black,EXACT
2025-02-11,Phoenix Premier FC 2015 Boys Blue,Madison FC 2015 Boys White,3,1,W,L,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_89,,phoenix premier fc 2015 boys blue,madison fc 2015 boys white,Phoenix Premier FC 2015 Boys Blue,EXACT,Madison FC 2015 Boys White,EXACT
2025-09-21,Phoenix Premier FC 2015 Boys Blue,Epic Soccer Club 2015 Boys Red,3,0,W,L,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_90,,phoenix premier fc 2015 boys blue,epic soccer club 2015 boys red,Phoenix Premier FC 2015 Boys Blue,EXACT,Epic Soccer Club 2015 Boys Red,EXACT
2024-12-29,Phoenix Premier FC 2015 Boys Blue,Phoenix Premier FC 2015 Boys White,3,2,W,L,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_91,,phoenix premier fc 2015 boys blue,phoenix premier fc 2015 boys white,Phoenix Premier FC 2015 Boys Blue,EXACT,Phoenix Premier FC 2015 Boys White,EXACT
2024-12-06,Phoenix Premier FC 2015 Boys Blue,Phoenix Premier FC 2015 Boys White,0,3,L,W,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_92,,phoenix premier fc 2015 boys blue,phoenix premier fc 2015 boys white,Phoenix Premier FC 2015 Boys Blue,EXACT,Phoenix Premier FC 2015 Boys White,EXACT
2025-02-06,Phoenix Premier FC 2015 Boys Blue,East Valley/NSFC 2015 Boys,2,2,T,T,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_93,,phoenix premier fc 2015 boys blue,east valley/nsfc 2015 boys,Phoenix Premier FC 2015 Boys Blue,EXACT,East Valley/NSFC 2015 Boys,EXACT
2025-08-22,Phoenix Premier FC 2015 Boys Blue,Epic Soccer Club 2015 Boys Red,0,2,L,W,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_94,,phoenix premier fc 2015 boys blue,epic soccer club 2015 boys red,Phoenix Premier FC 2015 Boys Blue,EXACT,Epic Soccer Club 2015 Boys Red,EXACT
2025-06-23,Phoenix Premier FC 2015 Boys Blue,FC Sonora 2015 Boys Red,2,3,L,W,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_95,,phoenix premier fc 2015 boys blue,fc sonora 2015 boys red,Phoenix Premier FC 2015 Boys Blue,EXACT,FC Sonora 2015 Boys Red,EXACT
2025-06-03,Phoenix Premier FC 2015 Boys Blue,AZ Arsenal Soccer Club 2015 Boys White,1,0,W,L,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_96,,phoenix premier fc 2015 boys blue,az arsenal soccer club 2015 boys white,Phoenix Premier FC 2015 Boys Blue,EXACT,AZ Arsenal Soccer Club 2015 Boys White,EXACT
2025-06-16,Phoenix Premier FC 2015 Boys Blue,AZ Arsenal Soccer Club 2015 Boys Red,2,3,L,W,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_97,,phoenix premier fc 2015 boys blue,az arsenal soccer club 2015 boys red,Phoenix Premier FC 2015 Boys Blue,EXACT,AZ Arsenal Soccer Club 2015 Boys Red,EXACT
2025-03-08,Phoenix Premier FC 2015 Boys Blue,FC Arizona 2015 Boys Black,2,4,L,W,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_98,,phoenix premier fc 2015 boys blue,fc arizona 2015 boys black,Phoenix Premier FC 2015 Boys Blue,EXACT,FC Arizona 2015 Boys Black,EXACT
2024-10-25,Phoenix Premier FC 2015 Boys Blue,Thunderbird FC 2015 Boys White,3,3,T,T,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_99,,phoenix premier fc 2015 boys blue,thunderbird fc 2015 boys white,Phoenix Premier FC 2015 Boys Blue,EXACT,Thunderbird FC 2015 Boys White,EXACT
2024-12-31,Phoenix Premier FC 2015 Boys Blue,SC Union Maricopa Academy 2015 Boys Black,2,4,L,W,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_100,,phoenix premier fc 2015 boys blue,sc union maricopa academy 2015 boys black,Phoenix Premier FC 2015 Boys Blue,EXACT,SC Union Maricopa Academy 2015 Boys Black,EXACT
2025-09-27,Phoenix Premier FC 2015 Boys Blue,FC Elite Arizona 2015 Boys Red,1,2,L,W,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_101,,phoenix premier fc 2015 boys blue,fc elite arizona 2015 boys red,Phoenix Premier FC 2015 Boys Blue,EXACT,FC Elite Arizona 2015 Boys Red,EXACT
2025-05-31,Phoenix Premier FC 2015 Boys Blue,FC Elite Arizona 2015 Boys White,0,1,L,W,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_102,,phoenix premier fc 2015 boys blue,fc elite arizona 2015 boys white,Phoenix Premier FC 2015 Boys Blue,EXACT,FC Elite Arizona 2015 Boys White,EXACT
2025-09-05,Phoenix Premier FC 2015 Boys Blue,Arizona Soccer Club 2015 Boys White,1,0,W,L,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_103,,phoenix premier fc 2015 boys blue,arizona soccer club 2015 boys white,Phoenix Premier FC 2015 Boys Blue,EXACT,Arizona Soccer Club 2015 Boys White,EXACT
2025-08-27,Phoenix Premier FC 2015 Boys Blue,United Latinos SC 2015 Boys Black,2,2,T,T,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_104,,phoenix premier fc 2015 boys blue,united latinos sc 2015 boys black,Phoenix Premier FC 2015 Boys Blue,EXACT,United Latinos SC 2015 Boys Black,EXACT
2025-01-01,Phoenix Premier FC 2015 Boys Blue,Brazas Futebol Club 2015 Boys,2,4,L,W,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_105,,phoenix premier fc 2015 boys blue,brazas futebol club 2015 boys,Phoenix Premier FC 2015 Boys Blue,EXACT,Brazas Futebol Club 2015 Boys,EXACT
2025-09-06,Phoenix Premier FC 2015 Boys Blue,United Latinos SC 2015 Boys White,3,0,W,L,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_106,,phoenix premier fc 2015 boys blue,united latinos sc 2015 boys white,Phoenix Premier FC 2015 Boys Blue,EXACT,United Latinos SC 2015 Boys White,EXACT
2025-01-09,Phoenix Premier FC 2015 Boys Blue,AYSO United (AZ) 2015 Boys White,3,0,W,L,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_107,,phoenix premier fc 2015 boys blue,ayso united (az) 2015 boys white,Phoenix Premier FC 2015 Boys Blue,EXACT,AYSO United (AZ) 2015 Boys White,EXACT
2025-07-12,Phoenix Premier FC 2015 Boys Blue,FC Elite Arizona 2015 Boys White,0,0,T,T,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_108,,phoenix premier fc 2015 boys blue,fc elite arizona 2015 boys white,Phoenix Premier FC 2015 Boys Blue,EXACT,FC Elite Arizona 2015 Boys White,EXACT
2025-02-22,Phoenix Premier FC 2015 Boys Blue,FC Batavia 2015 Boys,2,0,W,L,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_109,,phoenix premier fc 2015 boys blue,fc batavia 2015 boys,Phoenix Premier FC 2015 Boys Blue,EXACT,FC Batavia 2015 Boys,EXACT
2024-10-17,Phoenix Premier FC 2015 Boys Blue,FC Tucson Youth Soccer 2015 Boys White,1,2,L,W,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_110,,phoenix premier fc 2015 boys blue,fc tucson youth soccer 2015 boys white,Phoenix Premier FC 2015 Boys Blue,EXACT,FC Tucson Youth Soccer 2015 Boys White,EXACT
2025-04-01,Phoenix Premier FC 2015 Boys Blue,RSL-AZ North 2015 Boys Black,1,0,W,L,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_111,,phoenix premier fc 2015 boys blue,rsl-az north 2015 boys black,Phoenix Premier FC 2015 Boys Blue,EXACT,RSL-AZ North 2015 Boys Black,EXACT
2024-11-23,Phoenix Premier FC 2015 Boys Blue,FC Tucson Youth Soccer 2015 Boys White,3,0,W,L,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_112,,phoenix premier fc 2015 boys blue,fc tucson youth soccer 2015 boys white,Phoenix Premier FC 2015 Boys Blue,EXACT,FC Tucson Youth Soccer 2015 Boys White,EXACT
2025-04-20,Phoenix Premier FC 2015 Boys Blue,Bala FC 2015 Boys White,3,4,L,W,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_113,,phoenix premier fc 2015 boys blue,bala fc 2015 boys white,Phoenix Premier FC 2015 Boys Blue,EXACT,Bala FC 2015 Boys White,EXACT
2025-04-21,Phoenix Premier FC 2015 Boys Blue,Kingman SC 2015 Boys,3,1,W,L,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_114,,phoenix premier fc 2015 boys blue,kingman sc 2015 boys,Phoenix Premier FC 2015 Boys Blue,EXACT,Kingman SC 2015 Boys,EXACT
2025-02-06,Phoenix Premier FC 2015 Boys Blue,FC Deportivo Arizona 2015 Boys Blue,2,4,L,W,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_115,,phoenix premier fc 2015 boys blue,fc deportivo arizona 2015 boys blue,Phoenix Premier FC 2015 Boys Blue,EXACT,FC Deportivo Arizona 2015 Boys Blue,EXACT
2024-10-15,Phoenix Premier FC 2015 Boys Blue,FC Batavia 2015 Boys,2,4,L,W,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_116,,phoenix premier fc 2015 boys blue,fc batavia 2015 boys,Phoenix Premier FC 2015 Boys Blue,EXACT,FC Batavia 2015 Boys,EXACT
2024-10-19,Phoenix Premier FC 2015 Boys Blue,Real Arizona FC 2015 Boys Red,4,0,W,L,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_117,,phoenix premier fc 2015 boys blue,real arizona fc 2015 boys red,Phoenix Premier FC 2015 Boys Blue,EXACT,Real Arizona FC 2015 Boys Red,EXACT
2025-05-31,Phoenix Premier FC 2015 Boys White,AYSO United (AZ) 2015 Boys Black,1,4,L,W,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_118,,phoenix premier fc 2015 boys white,ayso united (az) 2015 boys black,Phoenix Premier FC 2015 Boys White,EXACT,AYSO United (AZ) 2015 Boys Black,EXACT
2025-02-25,Phoenix Premier FC 2015 Boys White,Pima County Surf Soccer Club 2015 Boys,3,4,L,W,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_119,,phoenix premier fc 2015 boys white,pima county surf soccer club 2015 boys,Phoenix Premier FC 2015 Boys White,EXACT,Pima County Surf Soccer Club 2015 Boys,EXACT
2025-06-23,Phoenix Premier FC 2015 Boys White,FC Sonora 2015 Boys Blue,0,0,T,T,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_120,,phoenix premier fc 2015 boys white,fc sonora 2015 boys blue,Phoenix Premier FC 2015 Boys White,EXACT,FC Sonora 2015 Boys Blue,EXACT
2025-06-14,Phoenix Premier FC 2015 Boys White,Sun Warriors AZFC 2015 Boys Black,0,3,L,W,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_121,,phoenix premier fc 2015 boys white,sun warriors azfc 2015 boys black,Phoenix Premier FC 2015 Boys White,EXACT,Sun Warriors AZFC 2015 Boys Black,EXACT
2025-02-24,Phoenix Premier FC 2015 Boys White,Phoenix Premier FC 2015 Boys Red,3,1,W,L,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_122,,phoenix premier fc 2015 boys white,phoenix premier fc 2015 boys red,Phoenix Premier FC 2015 Boys White,EXACT,Phoenix Premier FC 2015 Boys Red,EXACT
2024-11-09,Phoenix Premier FC 2015 Boys White,State 48 FC 2015 Boys,2,1,W,L,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_123,,phoenix premier fc 2015 boys white,state 48 fc 2015 boys,Phoenix Premier FC 2015 Boys White,EXACT,State 48 FC 2015 Boys,EXACT
2025-04-08,Phoenix Premier FC 2015 Boys White,AYSO United (AZ) 2015 Boys Black,2,0,W,L,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_124,,phoenix premier fc 2015 boys white,ayso united (az) 2015 boys black,Phoenix Premier FC 2015 Boys White,EXACT,AYSO United (AZ) 2015 Boys Black,EXACT
2025-06-24,Phoenix Premier FC 2015 Boys White,Paladin Soccer Club 2015 Boys Red,1,1,T,T,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_125,,phoenix premier fc 2015 boys white,paladin soccer club 2015 boys red,Phoenix Premier FC 2015 Boys White,EXACT,Paladin Soccer Club 2015 Boys Red,EXACT
2025-09-26,Phoenix Premier FC 2015 Boys White,RSL-AZ South 2015 Boys Red,2,0,W,L,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_126,,phoenix premier fc 2015 boys white,rsl-az south 2015 boys red,Phoenix Premier FC 2015 Boys White,EXACT,RSL-AZ South 2015 Boys Red,EXACT
2025-06-08,Phoenix Premier FC 2015 Boys White,RSL-AZ North 2015 Boys Blue,2,2,T,T,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_127,,phoenix premier fc 2015 boys white,rsl-az north 2015 boys blue,Phoenix Premier FC 2015 Boys White,EXACT,RSL-AZ North 2015 Boys Blue,EXACT
2025-07-01,Phoenix Premier FC 2015 Boys White,Flagstaff SC 2015 Boys,0,2,L,W,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_128,,phoenix premier fc 2015 boys white,flagstaff sc 2015 boys,Phoenix Premier FC 2015 Boys White,EXACT,Flagstaff SC 2015 Boys,EXACT
2025-05-06,Phoenix Premier FC 2015 Boys White,Brazas Futebol Club 2015 Boys,2,3,L,W,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_129,,phoenix premier fc 2015 boys white,brazas futebol club 2015 boys,Phoenix Premier FC 2015 Boys White,EXACT,Brazas Futebol Club 2015 Boys,EXACT
2025-05-03,Phoenix Premier FC 2015 Boys White,Kingman SC 2015 Boys,3,0,W,L,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_130,,phoenix premier fc 2015 boys white,kingman sc 2015 boys,Phoenix Premier FC 2015 Boys White,EXACT,Kingman SC 2015 Boys,EXACT
2025-01-22,Phoenix Premier FC 2015 Boys White,Madison FC 2015 Boys Blue,4,2,W,L,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_131,,phoenix premier fc 2015 boys white,madison fc 2015 boys blue,Phoenix Premier FC 2015 Boys White,EXACT,Madison FC 2015 Boys Blue,EXACT
2024-12-09,Phoenix Premier FC 2015 Boys White,AZ Arsenal Soccer Club 2015 Boys Red,3,1,W,L,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_132,,phoenix premier fc 2015 boys white,az arsenal soccer club 2015 boys red,Phoenix Premier FC 2015 Boys White,EXACT,AZ Arsenal Soccer Club 2015 Boys Red,EXACT
2024-12-02,Phoenix Premier FC 2015 Boys White,Arizona Soccer Club 2015 Boys Red,4,4,T,T,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_133,,phoenix premier fc 2015 boys white,arizona soccer club 2015 boys red,Phoenix Premier FC 2015 Boys White,EXACT,Arizona Soccer Club 2015 Boys Red,EXACT
2025-07-25,Phoenix Premier FC 2015 Boys White,Sun Warriors AZFC 2015 Boys Black,2,0,W,L,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_134,,phoenix premier fc 2015 boys white,sun warriors azfc 2015 boys black,Phoenix Premier FC 2015 Boys White,EXACT,Sun Warriors AZFC 2015 Boys Black,EXACT
2024-12-17,Phoenix Premier FC 2015 Boys White,AYSO United (AZ) 2015 Boys Black,0,0,T,T,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_135,,phoenix premier fc 2015 boys white,ayso united (az) 2015 boys black,Phoenix Premier FC 2015 Boys White,EXACT,AYSO United (AZ) 2015 Boys Black,EXACT
2025-09-15,Phoenix Premier FC 2015 Boys White,Scottsdale City FC 2015 Boys White,3,3,T,T,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_136,,phoenix premier fc 2015 boys white,scottsdale city fc 2015 boys white,Phoenix Premier FC 2015 Boys White,EXACT,Scottsdale City FC 2015 Boys White,EXACT
2024-12-04,Phoenix Premier FC 2015 Boys White,Dynamos SC 2015 Boys White,4,3,W,L,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_137,,phoenix premier fc 2015 boys white,dynamos sc 2015 boys white,Phoenix Premier FC 2015 Boys White,EXACT,Dynamos SC 2015 Boys White,EXACT
2025-09-07,Phoenix Premier FC 2015 Boys White,Vail SC 2015 Boys Blue,4,1,W,L,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_138,,phoenix premier fc 2015 boys white,vail sc 2015 boys blue,Phoenix Premier FC 2015 Boys White,EXACT,Vail SC 2015 Boys Blue,EXACT
2025-09-24,Phoenix Premier FC 2015 Boys White,Canyon Del Oro Soccer Club 2015 Boys Black,1,2,L,W,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_139,,phoenix premier fc 2015 boys white,canyon del oro soccer club 2015 boys black,Phoenix Premier FC 2015 Boys White,EXACT,Canyon Del Oro Soccer Club 2015 Boys Black,EXACT
2024-11-03,Phoenix Premier FC 2015 Boys White,Canyon Del Oro Soccer Club 2015 Boys Blue,0,0,T,T,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_140,,phoenix premier fc 2015 boys white,canyon del oro soccer club 2015 boys blue,Phoenix Premier FC 2015 Boys White,EXACT,Canyon Del Oro Soccer Club 2015 Boys Blue,EXACT
2024-11-27,Phoenix Premier FC 2015 Boys White,Synergy FC AZ 2015 Boys Black,3,3,T,T,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_141,,phoenix premier fc 2015 boys white,synergy fc az 2015 boys black,Phoenix Premier FC 2015 Boys White,EXACT,Synergy FC AZ 2015 Boys Black,EXACT
2025-04-14,Phoenix Premier FC 2015 Boys White,AYSO 350 Alliance 2015 Boys White,0,4,L,W,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_142,,phoenix premier fc 2015 boys white,ayso 350 alliance 2015 boys white,Phoenix Premier FC 2015 Boys White,EXACT,AYSO 350 Alliance 2015 Boys White,EXACT
2025-09-15,Phoenix Premier FC 2015 Boys White,RSL-AZ Yuma 2015 Boys Black,0,1,L,W,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_143,,phoenix premier fc 2015 boys white,rsl-az yuma 2015 boys black,Phoenix Premier FC 2015 Boys White,EXACT,RSL-AZ Yuma 2015 Boys Black,EXACT
2025-05-21,Phoenix Premier FC 2015 Boys White,Vail SC 2015 Boys White,3,2,W,L,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_144,,phoenix premier fc 2015 boys white,vail sc 2015 boys white,Phoenix Premier FC 2015 Boys White,EXACT,Vail SC 2015 Boys White,EXACT
2024-11-17,Phoenix Premier FC 2015 Boys White,FC Deportivo Arizona 2015 Boys White,1,3,L,W,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_145,,phoenix premier fc 2015 boys white,fc deportivo arizona 2015 boys white,Phoenix Premier FC 2015 Boys White,EXACT,FC Deportivo Arizona 2015 Boys White,EXACT
2025-10-07,Phoenix Premier FC 2015 Boys White,FC Elite Arizona 2015 Boys White,1,0,W,L,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_146,,phoenix premier fc 2015 boys white,fc elite arizona 2015 boys white,Phoenix Premier FC 2015 Boys White,EXACT,FC Elite Arizona 2015 Boys White,EXACT
2025-06-23,Phoenix Premier FC 2015 Boys White,Real Arizona FC 2015 Boys Red,1,3,L,W,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_147,,phoenix premier fc 2015 boys white,real arizona fc 2015 boys red,Phoenix Premier FC 2015 Boys White,EXACT,Real Arizona FC 2015 Boys Red,EXACT
2025-08-13,Phoenix Premier FC 2015 Boys White,AZ Arsenal Soccer Club 2015 Boys Black,4,4,T,T,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_148,,phoenix premier fc 2015 boys white,az arsenal soccer club 2015 boys black,Phoenix Premier FC 2015 Boys White,EXACT,AZ Arsenal Soccer Club 2015 Boys Black,EXACT
2024-10-24,Phoenix Premier FC 2015 Boys White,Dynamos SC 2015 Boys Blue,2,0,W,L,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_149,,phoenix premier fc 2015 boys white,dynamos sc 2015 boys blue,Phoenix Premier FC 2015 Boys White,EXACT,Dynamos SC 2015 Boys Blue,EXACT
2024-10-15,Phoenix Premier FC 2015 Boys White,SC Union Maricopa Academy 2015 Boys Black,4,1,W,L,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_150,,phoenix premier fc 2015 boys white,sc union maricopa academy 2015 boys black,Phoenix Premier FC 2015 Boys White,EXACT,SC Union Maricopa Academy 2015 Boys Black,EXACT
2025-10-08,Phoenix Premier FC 2015 Boys White,RSL-AZ North 2015 Boys Black,4,0,W,L,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_151,,phoenix premier fc 2015 boys white,rsl-az north 2015 boys black,Phoenix Premier FC 2015 Boys White,EXACT,RSL-AZ North 2015 Boys Black,EXACT
2025-08-14,Phoenix Premier FC 2015 Boys White,Phoenix Rising FC 2015 Boys White,3,4,L,W,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_152,,phoenix premier fc 2015 boys white,phoenix rising fc 2015 boys white,Phoenix Premier FC 2015 Boys White,EXACT,Phoenix Rising FC 2015 Boys White,EXACT
2025-07-12,Phoenix Premier FC 2015 Boys White,Bala FC 2015 Boys Blue,3,4,L,W,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_153,,phoenix premier fc 2015 boys white,bala fc 2015 boys blue,Phoenix Premier FC 2015 Boys White,EXACT,Bala FC 2015 Boys Blue,EXACT
2025-06-15,Phoenix Premier FC 2015 Boys White,Phoenix Premier FC 2015 Boys Black,2,3,L,W,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_154,,phoenix premier fc 2015 boys white,phoenix premier fc 2015 boys black,Phoenix Premier FC 2015 Boys White,EXACT,Phoenix Premier FC 2015 Boys Black,EXACT
2025-04-01,Phoenix Premier FC 2015 Boys White,FC Sonora 2015 Boys White,3,1,W,L,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_155,,phoenix premier fc 2015 boys white,fc sonora 2015 boys white,Phoenix Premier FC 2015 Boys White,EXACT,FC Sonora 2015 Boys White,EXACT
