Team,Opponent,TeamRaw,OpponentRaw,TeamScore,OpponentScore,Competition,Date,Division,TeamURL
casa grande soccer club 2016 boys black,queen creek soccer club 2016 boys gold,Casa Grande Soccer Club 2016 Boys Black,Queen Creek Soccer Club 2016 Boys Gold,0,2,League Play,2025-05-11,az_boys_u10,https://rankings.gotsport.com/teams/u10_5
casa grande soccer club 2016 boys black,scottsdale soccer club 2016 boys white,Casa Grande Soccer Club 2016 Boys Black,Scottsdale Soccer Club 2016 Boys White,2,3,League Play,2025-02-09,az_boys_u10,https://rankings.gotsport.com/teams/u10_5
casa grande soccer club 2016 boys black,tempe soccer club 2016 boys black,Casa Grande Soccer Club 2016 Boys Black,Tempe Soccer Club 2016 Boys Black,0,3,League Play,2025-01-08,az_boys_u10,https://rankings.gotsport.com/teams/u10_5
casa grande soccer club 2016 boys black,desert sc 2016 boys white,Casa Grande Soccer Club 2016 Boys Black,Desert SC 2016 Boys White,0,1,League Play,2025-06-24,az_boys_u10,https://rankings.gotsport.com/teams/u10_5
casa grande soccer club 2016 boys black,rsl-az west valley 2016 boys gold,Casa Grande Soccer Club 2016 Boys Black,RSL-AZ West Valley 2016 Boys Gold,4,4,League Play,2025-06-29,az_boys_u10,https://rankings.gotsport.com/teams/u10_5
casa grande soccer club 2016 boys black,fountain hills soccer club 2016 boys blue,Casa Grande Soccer Club 2016 Boys Black,Fountain Hills Soccer Club 2016 Boys Blue,1,3,League Play,2025-07-02,az_boys_u10,https://rankings.gotsport.com/teams/u10_5
casa grande soccer club 2016 boys black,az arsenal soccer club 2016 boys gold,Casa Grande Soccer Club 2016 Boys Black,AZ Arsenal Soccer Club 2016 Boys Gold,0,2,League Play,2025-08-16,az_boys_u10,https://rankings.gotsport.com/teams/u10_5
casa grande soccer club 2016 boys black,queen creek soccer club 2016 boys blue,Casa Grande Soccer Club 2016 Boys Black,Queen Creek Soccer Club 2016 Boys Blue,1,3,League Play,2025-08-21,az_boys_u10,https://rankings.gotsport.com/teams/u10_5
casa grande soccer club 2016 boys black,az arsenal soccer club 2016 boys gold,Casa Grande Soccer Club 2016 Boys Black,AZ Arsenal Soccer Club 2016 Boys Gold,2,1,League Play,2025-05-04,az_boys_u10,https://rankings.gotsport.com/teams/u10_5
desert sc 2016 boys white,cave creek soccer club 2016 boys white,Desert SC 2016 Boys White,Cave Creek Soccer Club 2016 Boys White,4,1,League Play,2025-03-31,az_boys_u10,https://rankings.gotsport.com/teams/u10_6
desert sc 2016 boys white,glendale soccer club 2016 boys black,Desert SC 2016 Boys White,Glendale Soccer Club 2016 Boys Black,0,2,League Play,2025-02-28,az_boys_u10,https://rankings.gotsport.com/teams/u10_6
desert sc 2016 boys white,surprise soccer club 2016 boys red,Desert SC 2016 Boys White,Surprise Soccer Club 2016 Boys Red,2,0,League Play,2025-04-01,az_boys_u10,https://rankings.gotsport.com/teams/u10_6
desert sc 2016 boys white,chandler soccer club 2016 boys gold,Desert SC 2016 Boys White,Chandler Soccer Club 2016 Boys Gold,1,4,League Play,2024-12-22,az_boys_u10,https://rankings.gotsport.com/teams/u10_6
desert sc 2016 boys white,fc tucson youth soccer 2016 boys gold,Desert SC 2016 Boys White,FC Tucson Youth Soccer 2016 Boys Gold,3,1,League Play,2025-01-11,az_boys_u10,https://rankings.gotsport.com/teams/u10_6
desert sc 2016 boys white,fc tucson youth soccer 2016 boys gold,Desert SC 2016 Boys White,FC Tucson Youth Soccer 2016 Boys Gold,1,0,League Play,2025-06-10,az_boys_u10,https://rankings.gotsport.com/teams/u10_6
desert sc 2016 boys white,peoria soccer club 2016 boys gold,Desert SC 2016 Boys White,Peoria Soccer Club 2016 Boys Gold,3,0,League Play,2025-09-28,az_boys_u10,https://rankings.gotsport.com/teams/u10_6
desert sc 2016 boys white,chandler soccer club 2016 boys blue,Desert SC 2016 Boys White,Chandler Soccer Club 2016 Boys Blue,3,4,League Play,2025-04-14,az_boys_u10,https://rankings.gotsport.com/teams/u10_6
desert sc 2016 boys white,tempe soccer club 2016 boys white,Desert SC 2016 Boys White,Tempe Soccer Club 2016 Boys White,4,2,League Play,2025-04-19,az_boys_u10,https://rankings.gotsport.com/teams/u10_6
desert sc 2016 boys white,cave creek soccer club 2016 boys white,Desert SC 2016 Boys White,Cave Creek Soccer Club 2016 Boys White,2,4,League Play,2024-12-23,az_boys_u10,https://rankings.gotsport.com/teams/u10_6
desert sc 2016 boys white,scottsdale soccer club 2016 boys gold,Desert SC 2016 Boys White,Scottsdale Soccer Club 2016 Boys Gold,4,1,League Play,2025-01-03,az_boys_u10,https://rankings.gotsport.com/teams/u10_6
desert sc 2016 boys white,az arsenal soccer club 2016 boys blue,Desert SC 2016 Boys White,AZ Arsenal Soccer Club 2016 Boys Blue,3,2,League Play,2025-09-19,az_boys_u10,https://rankings.gotsport.com/teams/u10_6
desert sc 2016 boys white,gilbert soccer club 2016 boys gold,Desert SC 2016 Boys White,Gilbert Soccer Club 2016 Boys Gold,3,2,League Play,2025-07-12,az_boys_u10,https://rankings.gotsport.com/teams/u10_6
desert sc 2016 boys white,queen creek soccer club 2016 boys white,Desert SC 2016 Boys White,Queen Creek Soccer Club 2016 Boys White,4,3,League Play,2025-01-10,az_boys_u10,https://rankings.gotsport.com/teams/u10_6
desert sc 2016 boys white,paradise valley soccer club 2016 boys blue,Desert SC 2016 Boys White,Paradise Valley Soccer Club 2016 Boys Blue,1,2,League Play,2025-04-19,az_boys_u10,https://rankings.gotsport.com/teams/u10_6
desert sc 2016 boys white,glendale soccer club 2016 boys black,Desert SC 2016 Boys White,Glendale Soccer Club 2016 Boys Black,0,4,League Play,2025-05-13,az_boys_u10,https://rankings.gotsport.com/teams/u10_6
desert sc 2016 boys white,scottsdale soccer club 2016 boys gold,Desert SC 2016 Boys White,Scottsdale Soccer Club 2016 Boys Gold,2,1,League Play,2025-08-07,az_boys_u10,https://rankings.gotsport.com/teams/u10_6
desert sc 2016 boys white,scottsdale soccer club 2016 boys white,Desert SC 2016 Boys White,Scottsdale Soccer Club 2016 Boys White,2,3,League Play,2025-08-26,az_boys_u10,https://rankings.gotsport.com/teams/u10_6
desert sc 2016 boys white,az soccer club 2016 boys white,Desert SC 2016 Boys White,AZ Soccer Club 2016 Boys White,3,3,League Play,2025-02-21,az_boys_u10,https://rankings.gotsport.com/teams/u10_6
desert sc 2016 boys white,rsl-az south 2016 boys gold,Desert SC 2016 Boys White,RSL-AZ South 2016 Boys Gold,3,4,League Play,2025-07-24,az_boys_u10,https://rankings.gotsport.com/teams/u10_6
desert sc 2016 boys white,rsl-az north 2016 boys black,Desert SC 2016 Boys White,RSL-AZ North 2016 Boys Black,0,2,League Play,2025-07-18,az_boys_u10,https://rankings.gotsport.com/teams/u10_6
desert sc 2016 boys white,maricopa soccer club 2016 boys red,Desert SC 2016 Boys White,Maricopa Soccer Club 2016 Boys Red,1,0,League Play,2025-06-18,az_boys_u10,https://rankings.gotsport.com/teams/u10_6
desert sc 2016 boys white,fc tucson youth soccer 2016 boys gold,Desert SC 2016 Boys White,FC Tucson Youth Soccer 2016 Boys Gold,4,0,League Play,2025-09-19,az_boys_u10,https://rankings.gotsport.com/teams/u10_6
desert sc 2016 boys white,rsl-az yuma 2016 boys gold,Desert SC 2016 Boys White,RSL-AZ Yuma 2016 Boys Gold,2,3,League Play,2025-04-26,az_boys_u10,https://rankings.gotsport.com/teams/u10_6
desert sc 2016 boys white,casa grande soccer club 2016 boys red,Desert SC 2016 Boys White,Casa Grande Soccer Club 2016 Boys Red,2,1,League Play,2025-06-23,az_boys_u10,https://rankings.gotsport.com/teams/u10_6
rsl-az west valley 2016 boys black,az soccer club 2016 boys red,RSL-AZ West Valley 2016 Boys Black,AZ Soccer Club 2016 Boys Red,0,4,League Play,2025-06-18,az_boys_u10,https://rankings.gotsport.com/teams/u10_7
rsl-az west valley 2016 boys black,avondale soccer club 2016 boys red,RSL-AZ West Valley 2016 Boys Black,Avondale Soccer Club 2016 Boys Red,2,4,League Play,2025-02-20,az_boys_u10,https://rankings.gotsport.com/teams/u10_7
rsl-az west valley 2016 boys black,phoenix premier fc 2016 boys gold,RSL-AZ West Valley 2016 Boys Black,Phoenix Premier FC 2016 Boys Gold,0,0,League Play,2025-03-28,az_boys_u10,https://rankings.gotsport.com/teams/u10_7
rsl-az west valley 2016 boys black,rsl-az west valley 2016 boys gold,RSL-AZ West Valley 2016 Boys Black,RSL-AZ West Valley 2016 Boys Gold,2,4,League Play,2025-02-08,az_boys_u10,https://rankings.gotsport.com/teams/u10_7
rsl-az west valley 2016 boys black,maricopa soccer club 2016 boys white,RSL-AZ West Valley 2016 Boys Black,Maricopa Soccer Club 2016 Boys White,1,1,League Play,2025-03-01,az_boys_u10,https://rankings.gotsport.com/teams/u10_7
rsl-az west valley 2016 boys black,avondale soccer club 2016 boys white,RSL-AZ West Valley 2016 Boys Black,Avondale Soccer Club 2016 Boys White,3,0,League Play,2025-06-01,az_boys_u10,https://rankings.gotsport.com/teams/u10_7
rsl-az west valley 2016 boys black,az arsenal soccer club 2016 boys blue,RSL-AZ West Valley 2016 Boys Black,AZ Arsenal Soccer Club 2016 Boys Blue,0,4,League Play,2025-09-06,az_boys_u10,https://rankings.gotsport.com/teams/u10_7
rsl-az west valley 2016 boys black,desert sc 2016 boys white,RSL-AZ West Valley 2016 Boys Black,Desert SC 2016 Boys White,1,3,League Play,2025-08-15,az_boys_u10,https://rankings.gotsport.com/teams/u10_7
rsl-az west valley 2016 boys black,queen creek soccer club 2016 boys gold,RSL-AZ West Valley 2016 Boys Black,Queen Creek Soccer Club 2016 Boys Gold,0,4,League Play,2025-03-26,az_boys_u10,https://rankings.gotsport.com/teams/u10_7
rsl-az west valley 2016 boys black,az soccer club 2016 boys red,RSL-AZ West Valley 2016 Boys Black,AZ Soccer Club 2016 Boys Red,2,0,League Play,2025-07-21,az_boys_u10,https://rankings.gotsport.com/teams/u10_7
rsl-az west valley 2016 boys black,chandler soccer club 2016 boys blue,RSL-AZ West Valley 2016 Boys Black,Chandler Soccer Club 2016 Boys Blue,0,1,League Play,2025-07-20,az_boys_u10,https://rankings.gotsport.com/teams/u10_7
rsl-az west valley 2016 boys black,goodyear soccer club 2016 boys gold,RSL-AZ West Valley 2016 Boys Black,Goodyear Soccer Club 2016 Boys Gold,4,4,League Play,2025-01-16,az_boys_u10,https://rankings.gotsport.com/teams/u10_7
rsl-az west valley 2016 boys black,goodyear soccer club 2016 boys black,RSL-AZ West Valley 2016 Boys Black,Goodyear Soccer Club 2016 Boys Black,1,0,League Play,2025-09-21,az_boys_u10,https://rankings.gotsport.com/teams/u10_7
rsl-az west valley 2016 boys black,paradise valley soccer club 2016 boys gold,RSL-AZ West Valley 2016 Boys Black,Paradise Valley Soccer Club 2016 Boys Gold,1,0,League Play,2025-01-03,az_boys_u10,https://rankings.gotsport.com/teams/u10_7
rsl-az west valley 2016 boys black,gilbert soccer club 2016 boys blue,RSL-AZ West Valley 2016 Boys Black,Gilbert Soccer Club 2016 Boys Blue,4,1,League Play,2025-08-03,az_boys_u10,https://rankings.gotsport.com/teams/u10_7
rsl-az west valley 2016 boys black,peoria soccer club 2016 boys black,RSL-AZ West Valley 2016 Boys Black,Peoria Soccer Club 2016 Boys Black,4,4,League Play,2025-09-23,az_boys_u10,https://rankings.gotsport.com/teams/u10_7
rsl-az west valley 2016 boys black,chandler soccer club 2016 boys blue,RSL-AZ West Valley 2016 Boys Black,Chandler Soccer Club 2016 Boys Blue,2,2,League Play,2025-04-19,az_boys_u10,https://rankings.gotsport.com/teams/u10_7
rsl-az west valley 2016 boys black,cave creek soccer club 2016 boys white,RSL-AZ West Valley 2016 Boys Black,Cave Creek Soccer Club 2016 Boys White,4,2,League Play,2025-04-28,az_boys_u10,https://rankings.gotsport.com/teams/u10_7
rsl-az west valley 2016 boys black,peoria soccer club 2016 boys gold,RSL-AZ West Valley 2016 Boys Black,Peoria Soccer Club 2016 Boys Gold,4,2,League Play,2025-04-16,az_boys_u10,https://rankings.gotsport.com/teams/u10_7
rsl-az west valley 2016 boys black,fc tucson youth soccer 2016 boys red,RSL-AZ West Valley 2016 Boys Black,FC Tucson Youth Soccer 2016 Boys Red,2,0,League Play,2025-02-06,az_boys_u10,https://rankings.gotsport.com/teams/u10_7
rsl-az west valley 2016 boys black,rsl-az south 2016 boys blue,RSL-AZ West Valley 2016 Boys Black,RSL-AZ South 2016 Boys Blue,2,3,League Play,2025-01-12,az_boys_u10,https://rankings.gotsport.com/teams/u10_7
rsl-az west valley 2016 boys black,peoria soccer club 2016 boys black,RSL-AZ West Valley 2016 Boys Black,Peoria Soccer Club 2016 Boys Black,0,3,League Play,2025-08-13,az_boys_u10,https://rankings.gotsport.com/teams/u10_7
rsl-az west valley 2016 boys black,casa grande soccer club 2016 boys white,RSL-AZ West Valley 2016 Boys Black,Casa Grande Soccer Club 2016 Boys White,2,3,League Play,2025-03-29,az_boys_u10,https://rankings.gotsport.com/teams/u10_7
rsl-az west valley 2016 boys black,scottsdale soccer club 2016 boys black,RSL-AZ West Valley 2016 Boys Black,Scottsdale Soccer Club 2016 Boys Black,4,3,League Play,2025-02-28,az_boys_u10,https://rankings.gotsport.com/teams/u10_7
rsl-az west valley 2016 boys black,rsl-az north 2016 boys white,RSL-AZ West Valley 2016 Boys Black,RSL-AZ North 2016 Boys White,2,0,League Play,2025-02-26,az_boys_u10,https://rankings.gotsport.com/teams/u10_7
buckeye soccer club 2016 boys black,chandler soccer club 2016 boys gold,Buckeye Soccer Club 2016 Boys Black,Chandler Soccer Club 2016 Boys Gold,2,2,League Play,2025-05-22,az_boys_u10,https://rankings.gotsport.com/teams/u10_8
buckeye soccer club 2016 boys black,cave creek soccer club 2016 boys black,Buckeye Soccer Club 2016 Boys Black,Cave Creek Soccer Club 2016 Boys Black,1,0,League Play,2025-09-10,az_boys_u10,https://rankings.gotsport.com/teams/u10_8
buckeye soccer club 2016 boys black,fountain hills soccer club 2016 boys red,Buckeye Soccer Club 2016 Boys Black,Fountain Hills Soccer Club 2016 Boys Red,1,3,League Play,2025-08-17,az_boys_u10,https://rankings.gotsport.com/teams/u10_8
buckeye soccer club 2016 boys black,az arsenal soccer club 2016 boys blue,Buckeye Soccer Club 2016 Boys Black,AZ Arsenal Soccer Club 2016 Boys Blue,0,1,League Play,2025-01-07,az_boys_u10,https://rankings.gotsport.com/teams/u10_8
buckeye soccer club 2016 boys black,fountain hills soccer club 2016 boys blue,Buckeye Soccer Club 2016 Boys Black,Fountain Hills Soccer Club 2016 Boys Blue,3,1,League Play,2025-09-24,az_boys_u10,https://rankings.gotsport.com/teams/u10_8
buckeye soccer club 2016 boys black,chandler soccer club 2016 boys blue,Buckeye Soccer Club 2016 Boys Black,Chandler Soccer Club 2016 Boys Blue,2,1,League Play,2025-03-23,az_boys_u10,https://rankings.gotsport.com/teams/u10_8
buckeye soccer club 2016 boys black,desert sc 2016 boys blue,Buckeye Soccer Club 2016 Boys Black,Desert SC 2016 Boys Blue,4,1,League Play,2024-12-18,az_boys_u10,https://rankings.gotsport.com/teams/u10_8
buckeye soccer club 2016 boys black,gilbert soccer club 2016 boys gold,Buckeye Soccer Club 2016 Boys Black,Gilbert Soccer Club 2016 Boys Gold,3,4,League Play,2025-03-07,az_boys_u10,https://rankings.gotsport.com/teams/u10_8
buckeye soccer club 2016 boys black,queen creek soccer club 2016 boys blue,Buckeye Soccer Club 2016 Boys Black,Queen Creek Soccer Club 2016 Boys Blue,4,0,League Play,2025-09-07,az_boys_u10,https://rankings.gotsport.com/teams/u10_8
buckeye soccer club 2016 boys black,maricopa soccer club 2016 boys white,Buckeye Soccer Club 2016 Boys Black,Maricopa Soccer Club 2016 Boys White,2,4,League Play,2025-04-16,az_boys_u10,https://rankings.gotsport.com/teams/u10_8
buckeye soccer club 2016 boys black,fountain hills soccer club 2016 boys white,Buckeye Soccer Club 2016 Boys Black,Fountain Hills Soccer Club 2016 Boys White,3,0,League Play,2025-08-13,az_boys_u10,https://rankings.gotsport.com/teams/u10_8
buckeye soccer club 2016 boys black,casa grande soccer club 2016 boys gold,Buckeye Soccer Club 2016 Boys Black,Casa Grande Soccer Club 2016 Boys Gold,2,2,League Play,2025-02-02,az_boys_u10,https://rankings.gotsport.com/teams/u10_8
buckeye soccer club 2016 boys black,casa grande soccer club 2016 boys red,Buckeye Soccer Club 2016 Boys Black,Casa Grande Soccer Club 2016 Boys Red,2,2,League Play,2024-12-27,az_boys_u10,https://rankings.gotsport.com/teams/u10_8
buckeye soccer club 2016 boys black,desert sc 2016 boys white,Buckeye Soccer Club 2016 Boys Black,Desert SC 2016 Boys White,3,3,League Play,2025-10-08,az_boys_u10,https://rankings.gotsport.com/teams/u10_8
buckeye soccer club 2016 boys black,az arsenal soccer club 2016 boys gold,Buckeye Soccer Club 2016 Boys Black,AZ Arsenal Soccer Club 2016 Boys Gold,0,2,League Play,2025-01-24,az_boys_u10,https://rankings.gotsport.com/teams/u10_8
buckeye soccer club 2016 boys black,casa grande soccer club 2016 boys red,Buckeye Soccer Club 2016 Boys Black,Casa Grande Soccer Club 2016 Boys Red,1,0,League Play,2025-05-22,az_boys_u10,https://rankings.gotsport.com/teams/u10_8
buckeye soccer club 2016 boys black,apache junction soccer club 2016 boys red,Buckeye Soccer Club 2016 Boys Black,Apache Junction Soccer Club 2016 Boys Red,1,2,League Play,2025-09-22,az_boys_u10,https://rankings.gotsport.com/teams/u10_8
buckeye soccer club 2016 boys black,paradise valley soccer club 2016 boys white,Buckeye Soccer Club 2016 Boys Black,Paradise Valley Soccer Club 2016 Boys White,4,1,League Play,2025-09-03,az_boys_u10,https://rankings.gotsport.com/teams/u10_8
buckeye soccer club 2016 boys black,rsl-az north 2016 boys white,Buckeye Soccer Club 2016 Boys Black,RSL-AZ North 2016 Boys White,1,1,League Play,2025-03-05,az_boys_u10,https://rankings.gotsport.com/teams/u10_8
buckeye soccer club 2016 boys black,rsl-az north 2016 boys blue,Buckeye Soccer Club 2016 Boys Black,RSL-AZ North 2016 Boys Blue,3,3,League Play,2025-03-15,az_boys_u10,https://rankings.gotsport.com/teams/u10_8
buckeye soccer club 2016 boys black,queen creek soccer club 2016 boys gold,Buckeye Soccer Club 2016 Boys Black,Queen Creek Soccer Club 2016 Boys Gold,0,2,League Play,2024-12-25,az_boys_u10,https://rankings.gotsport.com/teams/u10_8
buckeye soccer club 2016 boys black,goodyear soccer club 2016 boys gold,Buckeye Soccer Club 2016 Boys Black,Goodyear Soccer Club 2016 Boys Gold,1,4,League Play,2025-04-01,az_boys_u10,https://rankings.gotsport.com/teams/u10_8
buckeye soccer club 2016 boys black,queen creek soccer club 2016 boys blue,Buckeye Soccer Club 2016 Boys Black,Queen Creek Soccer Club 2016 Boys Blue,1,0,League Play,2025-04-24,az_boys_u10,https://rankings.gotsport.com/teams/u10_8
buckeye soccer club 2016 boys black,rsl-az north 2016 boys black,Buckeye Soccer Club 2016 Boys Black,RSL-AZ North 2016 Boys Black,3,2,League Play,2025-06-02,az_boys_u10,https://rankings.gotsport.com/teams/u10_8
buckeye soccer club 2016 boys black,tempe soccer club 2016 boys white,Buckeye Soccer Club 2016 Boys Black,Tempe Soccer Club 2016 Boys White,3,0,League Play,2025-08-24,az_boys_u10,https://rankings.gotsport.com/teams/u10_8
rsl-az north 2016 boys white,scottsdale soccer club 2016 boys gold,RSL-AZ North 2016 Boys White,Scottsdale Soccer Club 2016 Boys Gold,0,1,League Play,2025-02-13,az_boys_u10,https://rankings.gotsport.com/teams/u10_9
rsl-az north 2016 boys white,desert sc 2016 boys white,RSL-AZ North 2016 Boys White,Desert SC 2016 Boys White,3,1,League Play,2025-01-24,az_boys_u10,https://rankings.gotsport.com/teams/u10_9
rsl-az north 2016 boys white,buckeye soccer club 2016 boys blue,RSL-AZ North 2016 Boys White,Buckeye Soccer Club 2016 Boys Blue,1,2,League Play,2025-09-10,az_boys_u10,https://rankings.gotsport.com/teams/u10_9
rsl-az north 2016 boys white,buckeye soccer club 2016 boys black,RSL-AZ North 2016 Boys White,Buckeye Soccer Club 2016 Boys Black,4,2,League Play,2025-05-07,az_boys_u10,https://rankings.gotsport.com/teams/u10_9
