Team A,Team B,Score A,Score B,Date,Competition,SourceURL
gilbert soccer club 2012 white,tucson youth soccer 2012 blue,2,2,2025-07-26,League Play,https://rankings.gotsport.com/teams/u14_8
gilbert soccer club 2012 white,cave creek soccer club 2012 gold,3,3,2025-10-08,League Play,https://rankings.gotsport.com/teams/u14_8
gilbert soccer club 2012 white,buckeye soccer club 2012 blue,2,0,2025-01-28,League Play,https://rankings.gotsport.com/teams/u14_8
gilbert soccer club 2012 white,phoenix premier 2012 red,4,4,2025-06-22,League Play,https://rankings.gotsport.com/teams/u14_8
gilbert soccer club 2012 white,chandler soccer club 2012 white,1,2,2025-10-01,League Play,https://rankings.gotsport.com/teams/u14_8
gilbert soccer club 2012 white,mesa soccer club 2012 gold,1,1,2025-08-28,League Play,https://rankings.gotsport.com/teams/u14_8
gilbert soccer club 2012 white,tempe soccer club 2012 blue,3,5,2025-05-15,League Play,https://rankings.gotsport.com/teams/u14_8
gilbert soccer club 2012 white,rsl-az north 2012 red,5,3,2025-05-28,League Play,https://rankings.gotsport.com/teams/u14_8
gilbert soccer club 2012 white,mesa soccer club 2012 white,4,0,2024-12-17,League Play,https://rankings.gotsport.com/teams/u14_8
gilbert soccer club 2012 white,surprise soccer club 2012 gold,4,0,2025-07-13,League Play,https://rankings.gotsport.com/teams/u14_8
gilbert soccer club 2012 white,cave creek soccer club 2012 black,4,3,2025-03-18,League Play,https://rankings.gotsport.com/teams/u14_8
gilbert soccer club 2012 white,elite arizona 2012 gold,5,2,2024-11-27,League Play,https://rankings.gotsport.com/teams/u14_8
gilbert soccer club 2012 white,buckeye soccer club 2012 blue,1,1,2025-07-12,League Play,https://rankings.gotsport.com/teams/u14_8
gilbert soccer club 2012 white,tempe soccer club 2012 white,2,5,2025-07-03,League Play,https://rankings.gotsport.com/teams/u14_8
gilbert soccer club 2012 white,mesa soccer club 2012 black,4,4,2025-01-21,League Play,https://rankings.gotsport.com/teams/u14_8
desert 2012 red,valley united 2012 red,4,1,2025-08-02,League Play,https://rankings.gotsport.com/teams/u14_9
desert 2012 red,gilbert soccer club 2012 white,3,2,2025-05-12,League Play,https://rankings.gotsport.com/teams/u14_9
desert 2012 red,maricopa soccer club 2012 red,1,1,2025-09-12,League Play,https://rankings.gotsport.com/teams/u14_9
desert 2012 red,paradise valley soccer club 2012 black,4,1,2025-08-19,League Play,https://rankings.gotsport.com/teams/u14_9
desert 2012 red,cave creek soccer club 2012 black,0,5,2025-07-09,League Play,https://rankings.gotsport.com/teams/u14_9
desert 2012 red,apache junction soccer club 2012 gold,4,0,2025-03-07,League Play,https://rankings.gotsport.com/teams/u14_9
desert 2012 red,peoria soccer club 2012 gold,2,1,2025-06-15,League Play,https://rankings.gotsport.com/teams/u14_9
desert 2012 red,valley united 2012 black,5,2,2025-02-27,League Play,https://rankings.gotsport.com/teams/u14_9
desert 2012 red,elite arizona 2012 gold,1,2,2025-06-30,League Play,https://rankings.gotsport.com/teams/u14_9
desert 2012 red,tempe soccer club 2012 blue,5,4,2025-07-11,League Play,https://rankings.gotsport.com/teams/u14_9
desert 2012 red,desert 2012 blue,0,2,2025-04-09,League Play,https://rankings.gotsport.com/teams/u14_9
desert 2012 red,peoria soccer club 2012 gold,4,3,2024-11-10,League Play,https://rankings.gotsport.com/teams/u14_9
desert 2012 red,tempe soccer club 2012 blue,0,2,2024-10-16,League Play,https://rankings.gotsport.com/teams/u14_9
desert 2012 red,apache junction soccer club 2012 blue,0,0,2024-10-23,League Play,https://rankings.gotsport.com/teams/u14_9
desert 2012 red,chandler soccer club 2012 gold,1,3,2024-11-04,League Play,https://rankings.gotsport.com/teams/u14_9
desert 2012 red,surprise soccer club 2012 gold,3,2,2024-10-24,League Play,https://rankings.gotsport.com/teams/u14_9
desert 2012 red,tempe soccer club 2012 blue,1,2,2024-12-22,League Play,https://rankings.gotsport.com/teams/u14_9
desert 2012 red,chandler soccer club 2012 red,4,1,2025-09-28,League Play,https://rankings.gotsport.com/teams/u14_9
desert 2012 red,chandler soccer club 2012 gold,4,3,2024-10-31,League Play,https://rankings.gotsport.com/teams/u14_9
desert 2012 red,phoenix premier 2012 red,3,3,2025-05-16,League Play,https://rankings.gotsport.com/teams/u14_9
desert 2012 red,glendale soccer club 2012 red,5,3,2024-11-11,League Play,https://rankings.gotsport.com/teams/u14_9
desert 2012 red,fountain hills soccer club 2012 white,3,5,2025-06-10,League Play,https://rankings.gotsport.com/teams/u14_9
desert 2012 red,buckeye soccer club 2012 blue,2,2,2025-01-21,League Play,https://rankings.gotsport.com/teams/u14_9
desert 2012 red,tucson youth soccer 2012 blue,0,5,2025-05-26,League Play,https://rankings.gotsport.com/teams/u14_9
desert 2012 red,az soccer club 2012 red,5,4,2025-09-19,League Play,https://rankings.gotsport.com/teams/u14_9
desert 2012 red,rsl-az north 2012 red,4,5,2024-12-12,League Play,https://rankings.gotsport.com/teams/u14_9
desert 2012 red,valley united 2012 black,0,0,2025-06-25,League Play,https://rankings.gotsport.com/teams/u14_9
desert 2012 red,buckeye soccer club 2012 blue,4,3,2025-07-19,League Play,https://rankings.gotsport.com/teams/u14_9
desert 2012 red,maricopa soccer club 2012 red,2,2,2025-02-01,League Play,https://rankings.gotsport.com/teams/u14_9
desert 2012 red,casa grande soccer club 2012 red,4,4,2024-11-18,League Play,https://rankings.gotsport.com/teams/u14_9
phoenix rising 2012 blue,az soccer club 2012 gold,4,1,2025-05-08,League Play,https://rankings.gotsport.com/teams/u14_10
phoenix rising 2012 blue,gilbert soccer club 2012 blue,4,3,2025-06-01,League Play,https://rankings.gotsport.com/teams/u14_10
phoenix rising 2012 blue,az soccer club 2012 gold,4,0,2025-02-24,League Play,https://rankings.gotsport.com/teams/u14_10
phoenix rising 2012 blue,tempe soccer club 2012 blue,1,5,2025-09-30,League Play,https://rankings.gotsport.com/teams/u14_10
phoenix rising 2012 blue,cave creek soccer club 2012 gold,3,4,2025-04-06,League Play,https://rankings.gotsport.com/teams/u14_10
phoenix rising 2012 blue,chandler soccer club 2012 red,4,4,2024-10-30,League Play,https://rankings.gotsport.com/teams/u14_10
phoenix rising 2012 blue,scottsdale soccer club 2012 black,0,1,2024-11-05,League Play,https://rankings.gotsport.com/teams/u14_10
phoenix rising 2012 blue,mesa soccer club 2012 black,5,3,2024-11-04,League Play,https://rankings.gotsport.com/teams/u14_10
phoenix rising 2012 blue,queen creek soccer club 2012 white,0,0,2025-02-01,League Play,https://rankings.gotsport.com/teams/u14_10
phoenix rising 2012 blue,mesa soccer club 2012 white,4,1,2024-11-11,League Play,https://rankings.gotsport.com/teams/u14_10
phoenix rising 2012 blue,az soccer club 2012 gold,0,4,2024-12-29,League Play,https://rankings.gotsport.com/teams/u14_10
phoenix rising 2012 blue,mesa soccer club 2012 black,5,3,2025-07-31,League Play,https://rankings.gotsport.com/teams/u14_10
phoenix rising 2012 blue,chandler soccer club 2012 gold,0,2,2024-12-26,League Play,https://rankings.gotsport.com/teams/u14_10
phoenix rising 2012 blue,rsl-az south 2012 white,2,2,2025-05-03,League Play,https://rankings.gotsport.com/teams/u14_10
phoenix rising 2012 blue,tempe soccer club 2012 white,1,0,2025-07-15,League Play,https://rankings.gotsport.com/teams/u14_10
phoenix rising 2012 blue,apache junction soccer club 2012 blue,3,3,2024-10-25,League Play,https://rankings.gotsport.com/teams/u14_10
phoenix rising 2012 blue,phoenix rising 2012 black,2,3,2025-01-03,League Play,https://rankings.gotsport.com/teams/u14_10
phoenix rising 2012 blue,chandler soccer club 2012 gold,4,4,2024-10-17,League Play,https://rankings.gotsport.com/teams/u14_10
phoenix rising 2012 blue,az arsenal soccer club 2012 red,5,2,2025-10-08,League Play,https://rankings.gotsport.com/teams/u14_10
phoenix rising 2012 blue,elite arizona 2012 gold,3,2,2025-05-11,League Play,https://rankings.gotsport.com/teams/u14_10
phoenix rising 2012 blue,tucson youth soccer 2012 red,1,0,2024-12-20,League Play,https://rankings.gotsport.com/teams/u14_10
phoenix rising 2012 blue,chandler soccer club 2012 white,5,2,2025-02-17,League Play,https://rankings.gotsport.com/teams/u14_10
phoenix rising 2012 blue,buckeye soccer club 2012 blue,3,3,2025-04-10,League Play,https://rankings.gotsport.com/teams/u14_10
phoenix rising 2012 blue,rsl-az north 2012 blue,0,4,2025-09-02,League Play,https://rankings.gotsport.com/teams/u14_10
phoenix rising 2012 blue,gilbert soccer club 2012 blue,0,5,2025-03-23,League Play,https://rankings.gotsport.com/teams/u14_10
phoenix rising 2012 blue,tucson youth soccer 2012 blue,4,0,2024-10-11,League Play,https://rankings.gotsport.com/teams/u14_10
phoenix rising 2012 blue,tempe soccer club 2012 blue,2,5,2025-05-21,League Play,https://rankings.gotsport.com/teams/u14_10
phoenix rising 2012 blue,avondale soccer club 2012 black,3,0,2024-12-20,League Play,https://rankings.gotsport.com/teams/u14_10
phoenix rising 2012 blue,az arsenal soccer club 2012 red,4,4,2025-03-28,League Play,https://rankings.gotsport.com/teams/u14_10
phoenix rising 2012 blue,desert 2012 gold,5,1,2025-09-18,League Play,https://rankings.gotsport.com/teams/u14_10
az soccer club 2012 red,apache junction soccer club 2012 gold,0,4,2024-10-16,League Play,https://rankings.gotsport.com/teams/u14_11
az soccer club 2012 red,az arsenal soccer club 2012 white,3,3,2025-07-28,League Play,https://rankings.gotsport.com/teams/u14_11
az soccer club 2012 red,queen creek soccer club 2012 white,0,5,2025-09-10,League Play,https://rankings.gotsport.com/teams/u14_11
az soccer club 2012 red,az arsenal soccer club 2012 red,3,3,2025-09-23,League Play,https://rankings.gotsport.com/teams/u14_11
az soccer club 2012 red,tempe soccer club 2012 black,0,0,2025-08-10,League Play,https://rankings.gotsport.com/teams/u14_11
az soccer club 2012 red,glendale soccer club 2012 red,4,1,2025-03-27,League Play,https://rankings.gotsport.com/teams/u14_11
az soccer club 2012 red,phoenix premier 2012 gold,5,3,2025-05-11,League Play,https://rankings.gotsport.com/teams/u14_11
az soccer club 2012 red,rsl-az north 2012 red,2,3,2025-02-14,League Play,https://rankings.gotsport.com/teams/u14_11
az soccer club 2012 red,fountain hills soccer club 2012 black,5,1,2025-06-19,League Play,https://rankings.gotsport.com/teams/u14_11
az soccer club 2012 red,chandler soccer club 2012 gold,3,5,2025-03-01,League Play,https://rankings.gotsport.com/teams/u14_11
az soccer club 2012 red,tempe soccer club 2012 blue,5,2,2025-05-31,League Play,https://rankings.gotsport.com/teams/u14_11
az soccer club 2012 red,phoenix premier 2012 red,1,3,2025-04-05,League Play,https://rankings.gotsport.com/teams/u14_11
az soccer club 2012 red,rsl-az yuma 2012 gold,3,5,2025-02-11,League Play,https://rankings.gotsport.com/teams/u14_11
az soccer club 2012 red,paradise valley soccer club 2012 blue,2,3,2025-04-17,League Play,https://rankings.gotsport.com/teams/u14_11
az soccer club 2012 red,tempe soccer club 2012 blue,3,5,2025-08-16,League Play,https://rankings.gotsport.com/teams/u14_11
az soccer club 2012 red,goodyear soccer club 2012 gold,3,4,2024-10-21,League Play,https://rankings.gotsport.com/teams/u14_11
az soccer club 2012 red,maricopa soccer club 2012 gold,5,2,2025-04-03,League Play,https://rankings.gotsport.com/teams/u14_11
az soccer club 2012 red,rsl-az yuma 2012 gold,4,2,2024-12-10,League Play,https://rankings.gotsport.com/teams/u14_11
az soccer club 2012 red,chandler soccer club 2012 red,2,5,2025-01-28,League Play,https://rankings.gotsport.com/teams/u14_11
az soccer club 2012 red,peoria soccer club 2012 gold,0,2,2025-08-12,League Play,https://rankings.gotsport.com/teams/u14_11
az soccer club 2012 red,phoenix premier 2012 gold,4,4,2025-08-31,League Play,https://rankings.gotsport.com/teams/u14_11
az soccer club 2012 red,apache junction soccer club 2012 blue,3,2,2024-11-17,League Play,https://rankings.gotsport.com/teams/u14_11
az soccer club 2012 red,az arsenal soccer club 2012 red,4,4,2025-05-06,League Play,https://rankings.gotsport.com/teams/u14_11
az soccer club 2012 red,phoenix premier 2012 red,1,0,2025-08-15,League Play,https://rankings.gotsport.com/teams/u14_11
az soccer club 2012 red,paradise valley soccer club 2012 black,4,3,2025-01-11,League Play,https://rankings.gotsport.com/teams/u14_11
az soccer club 2012 red,fountain hills soccer club 2012 blue,4,4,2025-08-23,League Play,https://rankings.gotsport.com/teams/u14_11
az soccer club 2012 red,mesa soccer club 2012 white,3,4,2024-12-18,League Play,https://rankings.gotsport.com/teams/u14_11
az soccer club 2012 red,glendale soccer club 2012 red,1,2,2025-03-03,League Play,https://rankings.gotsport.com/teams/u14_11
az soccer club 2012 red,paradise valley soccer club 2012 blue,4,5,2025-08-06,League Play,https://rankings.gotsport.com/teams/u14_11
az soccer club 2012 red,goodyear soccer club 2012 gold,4,1,2024-11-13,League Play,https://rankings.gotsport.com/teams/u14_11
queen creek soccer club 2012 white,tempe soccer club 2012 blue,3,0,2025-04-29,League Play,https://rankings.gotsport.com/teams/u14_12
queen creek soccer club 2012 white,phoenix rising 2012 black,2,1,2025-10-01,League Play,https://rankings.gotsport.com/teams/u14_12
queen creek soccer club 2012 white,fountain hills soccer club 2012 blue,0,2,2025-08-31,League Play,https://rankings.gotsport.com/teams/u14_12
queen creek soccer club 2012 white,queen creek soccer club 2012 gold,0,3,2024-12-03,League Play,https://rankings.gotsport.com/teams/u14_12
queen creek soccer club 2012 white,paradise valley soccer club 2012 black,0,3,2025-07-18,League Play,https://rankings.gotsport.com/teams/u14_12
queen creek soccer club 2012 white,mesa soccer club 2012 gold,5,4,2025-01-16,League Play,https://rankings.gotsport.com/teams/u14_12
queen creek soccer club 2012 white,peoria soccer club 2012 gold,0,1,2025-05-16,League Play,https://rankings.gotsport.com/teams/u14_12
queen creek soccer club 2012 white,phoenix premier 2012 red,5,4,2025-05-04,League Play,https://rankings.gotsport.com/teams/u14_12
queen creek soccer club 2012 white,tempe soccer club 2012 white,1,2,2025-09-29,League Play,https://rankings.gotsport.com/teams/u14_12
queen creek soccer club 2012 white,fountain hills soccer club 2012 black,5,1,2025-08-28,League Play,https://rankings.gotsport.com/teams/u14_12
queen creek soccer club 2012 white,mesa soccer club 2012 black,2,2,2025-03-28,League Play,https://rankings.gotsport.com/teams/u14_12
queen creek soccer club 2012 white,tempe soccer club 2012 black,4,3,2025-01-27,League Play,https://rankings.gotsport.com/teams/u14_12
queen creek soccer club 2012 white,chandler soccer club 2012 red,1,0,2025-01-28,League Play,https://rankings.gotsport.com/teams/u14_12
queen creek soccer club 2012 white,apache junction soccer club 2012 gold,2,4,2025-10-02,League Play,https://rankings.gotsport.com/teams/u14_12
queen creek soccer club 2012 white,goodyear soccer club 2012 gold,3,0,2025-09-14,League Play,https://rankings.gotsport.com/teams/u14_12
queen creek soccer club 2012 white,phoenix premier 2012 red,2,5,2025-06-04,League Play,https://rankings.gotsport.com/teams/u14_12
queen creek soccer club 2012 white,tucson youth soccer 2012 blue,5,1,2025-07-26,League Play,https://rankings.gotsport.com/teams/u14_12
queen creek soccer club 2012 white,tucson youth soccer 2012 blue,0,2,2025-04-13,League Play,https://rankings.gotsport.com/teams/u14_12
queen creek soccer club 2012 white,chandler soccer club 2012 red,4,4,2025-05-27,League Play,https://rankings.gotsport.com/teams/u14_12
queen creek soccer club 2012 white,glendale soccer club 2012 red,3,3,2024-12-31,League Play,https://rankings.gotsport.com/teams/u14_12
queen creek soccer club 2012 white,buckeye soccer club 2012 blue,2,4,2025-05-28,League Play,https://rankings.gotsport.com/teams/u14_12
queen creek soccer club 2012 white,phoenix premier 2012 red,0,3,2024-12-22,League Play,https://rankings.gotsport.com/teams/u14_12
queen creek soccer club 2012 white,paradise valley soccer club 2012 blue,3,3,2025-06-29,League Play,https://rankings.gotsport.com/teams/u14_12
queen creek soccer club 2012 white,goodyear soccer club 2012 red,2,2,2025-01-25,League Play,https://rankings.gotsport.com/teams/u14_12
queen creek soccer club 2012 white,az arsenal soccer club 2012 red,4,2,2024-12-25,League Play,https://rankings.gotsport.com/teams/u14_12
queen creek soccer club 2012 white,phoenix premier 2012 red,2,3,2025-03-12,League Play,https://rankings.gotsport.com/teams/u14_12
queen creek soccer club 2012 white,mesa soccer club 2012 gold,1,2,2025-06-27,League Play,https://rankings.gotsport.com/teams/u14_12
queen creek soccer club 2012 white,fountain hills soccer club 2012 blue,5,1,2024-11-21,League Play,https://rankings.gotsport.com/teams/u14_12
queen creek soccer club 2012 white,gilbert soccer club 2012 blue,2,4,2025-03-25,League Play,https://rankings.gotsport.com/teams/u14_12
