Team,Goals For,Opponent,Goals Against,Date
PRFC North Valley 14B Predator,1,Northwest 2014 Boys,1,2025-01-12
PRFC North Valley 14B Predator,1,Northwest 2014 Boys,1,2025-01-12
PRFC North Valley 14B Predator,1,West Valley 2014 Boys Martinez Pre-Elite64,7,2025-01-11
PRFC North Valley 14B Predator,1,14 Boys Navy,5,2025-01-10
PRFC North Valley 14B Predator,1,CCV Stars 14 Boys North Orange,5,2025-01-10
PRFC North Valley 14B Predator,0,AZEV B2014 (NAVY),4,2024-12-15
PRFC North Valley 14B Predator,1,East Valley NSFC 14 Boys Aguirre,3,2024-12-14
PRFC North Valley 14B Predator,3,AZEV B2014 (NAVY),8,2024-11-24
PRFC North Valley 14B Predator,2,CCV Stars 14 Boys West Pre-ECNL,3,2024-11-24
PRFC North Valley 14B Predator,0,CCV Stars 14 Boys South Pre-ECNL,3,2024-11-23
PRFC North Valley 14B Predator,4,PRFC Southeast Valley 14B Predator,2,2024-11-23
PRFC North Valley 14B Predator,0,AZEV B2014 (NAVY),4,2024-11-16
PRFC North Valley 14B Predator,3,Legends FC AZ 14B Black,1,2024-11-02
PRFC North Valley 14B Predator,2,Phoenix Premier FC 14B Black,2,2024-10-19
PRFC North Valley 14B Predator,2,14B GSA,7,2024-10-12
PRFC North Valley 14B Predator,1,East Valley NSFC 14 Boys Aguirre,4,2024-10-10
PRFC North Valley 14B Predator,3,West Valley 2014 Boys Martinez Pre-Elite64,2,2024-10-05
PRFC North Valley 14B Predator,2,14B GSA,5,2024-09-28
PRFC North Valley 14B Predator,7,Tuzos Halcones 2014,2,2024-09-14
PRFC North Valley 14B Predator,4,PRFC Southeast Valley 14B Predator,2,2024-09-08
PRFC North Valley 14B Predator,2,Madison FC 14 Gold Boys,1,2024-09-08
PRFC North Valley 14B Predator,2,Madison FC 14 Gold Boys,1,2024-09-08
PRFC North Valley 14B Predator,8,U-12 (2014) Boys Pre Academy Blue,2,2024-09-07
PRFC North Valley 14B Predator,2,PRFC Desert Foothills 14B Pre-Academy,4,2024-09-01
PRFC North Valley 14B Predator,8,PRFC Scottsdale 14B Predator,1,2024-09-01
PRFC North Valley 14B Predator,3,Northwest 2014 Boys,3,2024-08-31
PRFC North Valley 14B Predator,3,Northwest 2014 Boys,3,2024-08-31
PRFC North Valley 14B Predator,1,East Valley NSFC 14 Boys Aguirre,2,2024-08-31
PRFC North Valley 14B Predator,1,14B Antunez Pre-MLS Next,5,2024-04-28
PRFC Scottsdale 14B Copa,1,Phoenix Valley Soccer Club boys 2014,3,2025-08-31
PRFC Scottsdale 14B Copa,5,14 Cityzens,0,2025-08-30
PRFC Scottsdale 14B Copa,7,AZ Inferno 14 Boys Blue,2,2025-08-29
PRFC Scottsdale 14B Copa,1,CCV Stars 14 Boys North Navy,5,2025-04-26
PRFC Scottsdale 14B Copa,1,14B Midhaan,3,2025-04-19
PRFC Scottsdale 14B Copa,1,NOS Santos 14 Boys Blue,2,2025-04-15
PRFC Scottsdale 14B Copa,1,Phoenix Premier FC 14B Black,11,2025-04-13
PRFC Scottsdale 14B Copa,1,AZSC 2014B Pre-NL Premier 2,2,2025-04-12
PRFC Scottsdale 14B Copa,2,14B Geoff,1,2025-03-30
PRFC Scottsdale 14B Copa,5,14B Hinds,5,2025-03-29
PRFC Scottsdale 14B Copa,2,14B Hermanson AL,4,2025-03-29
PRFC Scottsdale 14B Copa,2,AZSC 2014B Pre-NL Premier 2,6,2025-03-02
PRFC Scottsdale 14B Copa,4,Amore 2014 Boys,5,2025-02-22
PRFC Scottsdale 14B Copa,2,Phoenix Valley Soccer Club boys 2014,3,2025-02-15
PRFC Scottsdale 14B Copa,1,Select 14B,2,2025-02-15
PRFC Scottsdale 14B Copa,0,2014 Boys Blue,3,2025-01-25
PRFC Scottsdale 14B Copa,0,Tuzos Academy Mesa 2014,11,2025-01-18
PRFC Scottsdale 14B Copa,3,La Academia 14B,9,2025-01-11
PRFC Scottsdale 14B Copa,0,PRFC Scottsdale 14B Predator,8,2024-12-15
PRFC Scottsdale 14B Copa,2,Phoenix Premier FC 14B White,2,2024-11-16
PRFC Scottsdale 14B Copa,2,Phoenix Premier FC 14B SW Black,12,2024-10-26
PRFC Scottsdale 14B Copa,2,Phoenix Premier FC 14B SW Black,12,2024-10-26
PRFC Scottsdale 14B Copa,1,FC Elite Arizona 2014 Boys (ARCHIVED),13,2024-10-25
PRFC Scottsdale 14B Copa,1,Scottsdale 14 Sandsharks Black,8,2024-10-18
PRFC Scottsdale 14B Copa,0,Hustle Hard 2014- Boys,3,2024-10-12
PRFC Scottsdale 14B Copa,4,Tuzos Royals 14 Pre-Academy,6,2024-09-21
PRFC Scottsdale 14B Copa,2,PRFC West Valley 14B Predator,0,2024-09-01
PRFC Scottsdale 14B Copa,0,Scottsdale 14 Sandsharks Select,8,2024-08-31
PRFC Scottsdale 14B Copa,0,Scottsdale 14 Sandsharks Select,8,2024-08-31
PRFC Scottsdale 14B Copa,1,AZEV B2014 (WHITE),9,2024-08-31
PRFC Scottsdale 14B Pre-Academy,2,CDO 14B Premier,1,2025-10-05
PRFC Scottsdale 14B Pre-Academy,3,Pima Surf 2014 B Blue,1,2025-09-28
PRFC Scottsdale 14B Pre-Academy,3,Pima Surf 2014 B Blue,1,2025-09-28
PRFC Scottsdale 14B Pre-Academy,4,CDO 14B Premier,0,2025-09-21
PRFC Scottsdale 14B Pre-Academy,10,Tuzos Halcones 2014,0,2025-09-20
PRFC Scottsdale 14B Pre-Academy,0,AZ Arsenal Pre-ECNL B14,8,2025-08-31
PRFC Scottsdale 14B Pre-Academy,1,Playmaker Futbol Academy PRE-ECNL B14,2,2025-08-31
PRFC Scottsdale 14B Pre-Academy,0,14B GSA,1,2025-08-30
PRFC Scottsdale 14B Pre-Academy,6,Playmaker Futbol Academy 14B Gold,1,2025-05-04
PRFC Scottsdale 14B Pre-Academy,6,Playmaker Futbol Academy 14B Black,1,2025-05-04
PRFC Scottsdale 14B Pre-Academy,2,Phoenix Premier FC 14B Black,0,2025-05-03
PRFC Scottsdale 14B Pre-Academy,3,CCV Stars 14 Boys South Pre-ECNL,0,2025-04-27
PRFC Scottsdale 14B Pre-Academy,11,Phoenix Valley Soccer Club boys 2014,2,2025-04-26
PRFC Scottsdale 14B Pre-Academy,7,West Valley 2014 Boys Martinez Pre-Elite64,0,2025-04-18
PRFC Scottsdale 14B Pre-Academy,2,14B Moyer,0,2025-04-13
PRFC Scottsdale 14B Pre-Academy,4,CCV Stars 14 Boys North Orange,0,2025-04-12
PRFC Scottsdale 14B Pre-Academy,4,14 Boys Navy,0,2025-04-12
PRFC Scottsdale 14B Pre-Academy,8,Legends FC AZ 14B Black,1,2025-03-29
PRFC Scottsdale 14B Pre-Academy,7,CCV Stars 14 Boys North Orange,0,2025-03-01
PRFC Scottsdale 14B Pre-Academy,7,14 Boys Navy,0,2025-03-01
PRFC Scottsdale 14B Pre-Academy,2,2014 Boys Yellow,1,2025-02-28
PRFC Scottsdale 14B Pre-Academy,4,PRFC Desert Foothills 14B Pre-Academy,1,2025-02-23
PRFC Scottsdale 14B Pre-Academy,4,CCV Stars 14 Boys North Orange,2,2025-02-21
PRFC Scottsdale 14B Pre-Academy,4,14 Boys Navy,2,2025-02-21
PRFC Scottsdale 14B Pre-Academy,4,Scottsdale 14 Sandsharks Select,0,2025-02-15
PRFC Scottsdale 14B Pre-Academy,4,Scottsdale 14 Sandsharks Select,0,2025-02-15
PRFC Scottsdale 14B Pre-Academy,1,Dynamos SC 14B Gold,5,2025-02-09
PRFC Scottsdale 14B Pre-Academy,2,U-12 (2014) Boys Pre Academy Blue,3,2025-02-01
PRFC Scottsdale 14B Pre-Academy,9,14B Rueda,1,2025-01-25
PRFC Scottsdale 14B Pre-Academy,5,PRFC West Valley 14B Pre-Academy,1,2024-12-15
PRFC Scottsdale 14B Pre-Academy,2,AZEV B2014 (NAVY),6,2024-12-15
PRFC Scottsdale 14B Pre-Academy,3,14B Moyer,1,2024-12-14
PRFC Scottsdale 14B Pre-Academy,3,CCV Stars 14 Boys North Orange,2,2024-11-16
PRFC Scottsdale 14B Pre-Academy,3,14 Boys Navy,2,2024-11-16
PRFC Scottsdale 14B Pre-Academy,11,PRFC Southeast Valley 14B Predator-Central,1,2024-11-02
PRFC Scottsdale 14B Pre-Academy,4,14B GSA,7,2024-10-27
PRFC Scottsdale 14B Pre-Academy,1,AZEV B2014 (NAVY),2,2024-10-26
PRFC Scottsdale 14B Pre-Academy,6,2014 Boys Yellow,3,2024-10-26
PRFC Scottsdale 14B Pre-Academy,3,14B GSA,5,2024-10-25
PRFC Scottsdale 14B Pre-Academy,5,2014 Boys Yellow,1,2024-10-18
PRFC Scottsdale 14B Pre-Academy,5,U-12 (2014) Boys Pre Academy Blue,1,2024-10-13
PRFC Scottsdale 14B Pre-Academy,3,AZ Arsenal 14 Boys Teal SC,6,2024-10-12
PRFC Scottsdale 14B Pre-Academy,3,East Valley NSFC 14 Boys Aguirre,3,2024-10-05
PRFC Scottsdale 14B Pre-Academy,1,U-12 (2014) Boys Pre Academy Blue,2,2024-09-21
PRFC Scottsdale 14B Pre-Academy,2,Madison FC 14 Gold Boys,2,2024-09-14
PRFC Scottsdale 14B Pre-Academy,2,Madison FC 14 Gold Boys,2,2024-09-14
PRFC Scottsdale 14B Pre-Academy,7,Phoenix United 2014 Premier,0,2024-09-07
PRFC Scottsdale 14B Pre-Academy,8,PRFC West Valley 14B Pre-Academy,0,2024-09-01
PRFC Scottsdale 14B Pre-Academy,5,2014B West,8,2024-08-31
PRFC Scottsdale 14B Pre-Academy,2,Playmaker Futbol Academy 14B Black,4,2024-08-30
PRFC Scottsdale 14B Pre-Academy,2,Playmaker Futbol Academy 14B Gold,4,2024-08-30
PRFC Scottsdale 14B Pre-Academy,2,14B Antunez Pre-MLS Next,4,2024-04-27
PRFC Scottsdale 14B Pre-Academy,7,Phoenix Premier FC 14B Black,0,2024-04-19
PRFC Scottsdale 14B Predator,5,Madison FC 14 Blue Boys,3,2025-09-20
PRFC Scottsdale 14B Predator,1,Scottsdale 14 Sandsharks Select,1,2025-09-19
PRFC Scottsdale 14B Predator,3,Tuzos Titanes 2014,0,2025-09-07
PRFC Scottsdale 14B Predator,2,CCV Stars 14 Boys West Orange,2,2025-09-07
PRFC Scottsdale 14B Predator,6,Amore 2014 Boys,0,2025-09-06
PRFC Scottsdale 14B Predator,4,PRFC North Valley 14B Predator,2,2025-04-26
PRFC Scottsdale 14B Predator,0,U-12 (2014) Boys Pre Academy Blue,4,2025-04-26
PRFC Scottsdale 14B Predator,2,14B Engilman,5,2025-04-23
PRFC Scottsdale 14B Predator,3,Northwest 2014 Boys,2,2025-04-13
PRFC Scottsdale 14B Predator,3,Northwest 2014 Boys,2,2025-04-13
PRFC Scottsdale 14B Predator,2,Phoenix Premier FC 14B X-Factor,5,2025-04-12
PRFC Scottsdale 14B Predator,2,Phoenix Premier FC 14B Black,5,2025-04-12
PRFC Scottsdale 14B Predator,4,Dynamos SC 14B Gold,2,2025-04-12
PRFC Scottsdale 14B Predator,1,Northwest 2014 Boys,3,2025-03-22
PRFC Scottsdale 14B Predator,0,Southeast 2014 Boys Blue,3,2025-03-22
PRFC Scottsdale 14B Predator,0,West Valley 2014 Boys Martinez Pre-Elite64,3,2025-03-21
PRFC Scottsdale 14B Predator,5,Phoenix Premier FC 14B Black,3,2025-02-23
PRFC Scottsdale 14B Predator,1,Legends FC AZ 14B Black,10,2025-02-23
PRFC Scottsdale 14B Predator,2,AZSC 14B Perez,7,2025-02-22
PRFC Scottsdale 14B Predator,4,CCV Stars 14 Boys North Navy,3,2025-02-22
PRFC Scottsdale 14B Predator,2,PRFC Southeast Valley 14B Predator-Central,3,2025-02-15
PRFC Scottsdale 14B Predator,3,Phoenix United 2014 Premier,2,2025-02-08
PRFC Scottsdale 14B Predator,0,FC Elite Arizona 2014 Boys (ARCHIVED),2,2025-02-01
PRFC Scottsdale 14B Predator,4,Madison FC 14 Blue Boys,2,2025-01-12
PRFC Scottsdale 14B Predator,2,AZ Arsenal Pre-ECNL B14,5,2025-01-11
PRFC Scottsdale 14B Predator,1,Southeast 2014 Boys Green,1,2025-01-10
PRFC Scottsdale 14B Predator,8,PRFC Scottsdale 14B Copa,0,2024-12-15
PRFC Scottsdale 14B Predator,1,RSL-AZ Yuma 14 Boys Quinonez,2,2024-12-14
PRFC Scottsdale 14B Predator,5,14B Midhaan,5,2024-10-27
PRFC Scottsdale 14B Predator,1,Phoenix Premier FC 14B Black,7,2024-10-27
PRFC Scottsdale 14B Predator,1,Phoenix Premier FC 14B X-Factor,7,2024-10-27
PRFC Scottsdale 14B Predator,5,14 Boys Navy,1,2024-10-26
PRFC Scottsdale 14B Predator,5,CCV Stars 14 Boys South Orange,1,2024-10-26
PRFC Scottsdale 14B Predator,3,Playmaker Futbol Academy 14B Gold,2,2024-10-25
PRFC Scottsdale 14B Predator,1,PRFC West Valley 14B Pre-Academy,4,2024-10-19
PRFC Scottsdale 14B Predator,2,14B Rueda,9,2024-10-12
PRFC Scottsdale 14B Predator,10,PRFC North Valley 14B Copa,1,2024-10-05
PRFC Scottsdale 14B Predator,1,Scottsdale 14 Sandsharks Select,3,2024-09-14
PRFC Scottsdale 14B Predator,1,Scottsdale 14 Sandsharks Select,3,2024-09-14
PRFC Scottsdale 14B Predator,5,14 Cityzens,2,2024-09-07
PRFC Scottsdale 14B Predator,1,PRFC North Valley 14B Predator,8,2024-09-01
PRFC Scottsdale 14B Predator,3,Northwest 2014 Boys,0,2024-08-31
PRFC Scottsdale 14B Predator,3,Northwest 2014 Boys,0,2024-08-31
PRFC Scottsdale 14B Predator,1,East Valley NSFC 14 Boys Aguirre,4,2024-08-31
PRFC Southeast Valley 14B Pre-Academy,1,SFC XOLOS ARIZONA 2014,3,2025-10-04
PRFC Southeast Valley 14B Pre-Academy,0,PSG 14B Blue,6,2025-09-13
PRFC Southeast Valley 14B Pre-Academy,1,FC Elite Arizona 2014 Boys - Martinez,7,2025-09-06
PRFC Southeast Valley 14B Pre-Academy,5,AZ Inferno 14 Boys Black,0,2025-08-31
PRFC Southeast Valley 14B Pre-Academy,1,FC Elite Arizona 2014 Boys - Urbina,2,2025-08-30
PRFC Southeast Valley 14B Pre-Academy,3,PSG 14B Blue,3,2025-08-29
PRFC Southeast Valley 14B Pre-Academy,1,14B NL #1,6,2025-03-22
PRFC Southeast Valley 14B Pre-Academy,0,U-12 (2014) Boys Pre Academy Blue,3,2025-03-21
PRFC Southeast Valley 14B Pre-Academy,0,AZEV B2014 (NAVY),7,2025-03-01
PRFC Southeast Valley 14B Pre-Academy,4,Northwest 2014 Boys,3,2025-02-23
PRFC Southeast Valley 14B Pre-Academy,4,Northwest 2014 Boys,3,2025-02-23
PRFC Southeast Valley 14B Pre-Academy,3,Legends FC AZ 14B Black,6,2025-02-23
PRFC Southeast Valley 14B Pre-Academy,1,AZSC 2014B Pre-NL Premier 2,0,2025-02-21
PRFC Southeast Valley 14B Pre-Academy,1,East Valley NSFC 14 Boys Aguirre,5,2025-02-15
PRFC Southeast Valley 14B Pre-Academy,1,14B GSA,7,2025-02-08
PRFC Southeast Valley 14B Pre-Academy,2,14B Velasco,6,2025-02-01
PRFC Southeast Valley 14B Pre-Academy,1,14B Engilman,3,2025-01-25
PRFC Southeast Valley 14B Pre-Academy,10,Tuzos Titanes 2014,0,2025-01-11
PRFC Southeast Valley 14B Pre-Academy,0,CCV Stars 14 Boys East Pre-ECNL,0,2025-01-11
PRFC Southeast Valley 14B Pre-Academy,0,CDO 14B Premier,0,2024-12-15
PRFC Southeast Valley 14B Pre-Academy,0,Playmaker Futbol Academy 14B Gold,3,2024-12-14
PRFC Southeast Valley 14B Pre-Academy,0,Playmaker Futbol Academy 14B Black,3,2024-12-14
PRFC Southeast Valley 14B Pre-Academy,1,14B Engilman,4,2024-12-14
PRFC Southeast Valley 14B Pre-Academy,2,AZSC 2014B Pre-NL Premier 2,5,2024-11-23
PRFC Southeast Valley 14B Pre-Academy,11,East Valley NSFC 14 Boys Tiggs,1,2024-11-22
PRFC Southeast Valley 14B Pre-Academy,0,14B Velasco,2,2024-11-02
PRFC Southeast Valley 14B Pre-Academy,3,AZEV B2014 (NAVY),7,2024-10-26
PRFC Southeast Valley 14B Pre-Academy,0,2014 Boys Yellow,1,2024-10-25
PRFC Southeast Valley 14B Pre-Academy,1,14B GSA,8,2024-10-24
PRFC Southeast Valley 14B Pre-Academy,1,Tuzos Academy Mesa 2014,2,2024-10-19
PRFC Southeast Valley 14B Pre-Academy,5,2014B West,9,2024-10-12
PRFC Southeast Valley 14B Pre-Academy,5,2014B West,9,2024-10-12
PRFC Southeast Valley 14B Pre-Academy,3,Playmaker Futbol Academy 14B Gold,0,2024-09-21
PRFC Southeast Valley 14B Pre-Academy,3,Playmaker Futbol Academy 14B Black,0,2024-09-21
PRFC Southeast Valley 14B Pre-Academy,5,NOS Santos 14 Boys Blue,4,2024-09-14
PRFC Southeast Valley 14B Pre-Academy,1,14B Engilman,2,2024-09-07
PRFC Southeast Valley 14B Predator,2,14B Rueda,3,2025-10-04
PRFC Southeast Valley 14B Predator,2,PSC 2014B,1,2025-09-14
PRFC Southeast Valley 14B Predator,0,Playmaker Futbol Academy 14B Gold,4,2025-09-14
PRFC Southeast Valley 14B Predator,5,14 Cityzens,2,2025-09-13
PRFC Southeast Valley 14B Predator,4,State 48 FC Avondale 14 White,1,2025-09-13
PRFC Southeast Valley 14B Predator,8,East Valley NSFC 14 Boys Tiggs,3,2025-09-06
PRFC Southeast Valley 14B Predator,3,Amore 2014 Boys,3,2025-08-31
PRFC Southeast Valley 14B Predator,4,CAC 14/15B (Conroy),0,2025-08-30
PRFC Southeast Valley 14B Predator,0,AZ Arsenal 14 Boys Teal CB,2,2025-08-29
PRFC Southeast Valley 14B Predator,3,AZ Arsenal Pre-ECNL B14,12,2025-07-19
PRFC Southeast Valley 14B Predator,5,CAC 14/15B (Conroy),4,2025-07-19
PRFC Southeast Valley 14B Predator,2,AZEV B2014 (WHITE),5,2025-07-14
PRFC Southeast Valley 14B Predator,1,AZEV B2014 (NAVY),8,2025-04-13
PRFC Southeast Valley 14B Predator,1,CCV Stars 14 Boys West Pre-ECNL,5,2025-04-12
PRFC Southeast Valley 14B Predator,1,Legends FC AZ 14B Black,9,2025-04-12
PRFC Southeast Valley 14B Predator,0,West Valley 2014 Boys Martinez Pre-Elite64,2,2025-04-11
PRFC Southeast Valley 14B Predator,4,AZ Arsenal 14 Boys Teal SC,3,2025-03-04
PRFC Southeast Valley 14B Predator,4,AZ Arsenal 14 Boys Teal SC,3,2025-03-04
PRFC Southeast Valley 14B Predator,3,14B Midhaan,2,2025-02-22
PRFC Southeast Valley 14B Predator,1,Madison FC 14 Blue Boys,3,2025-02-08
PRFC Southeast Valley 14B Predator,5,CCV Stars 14 Boys West Orange,2,2025-02-01
PRFC Southeast Valley 14B Predator,1,Phoenix Premier FC 14B SW Black,4,2025-01-26
PRFC Southeast Valley 14B Predator,1,Phoenix Premier FC 14B SW Black,4,2025-01-26
PRFC Southeast Valley 14B Predator,0,Phoenix Premier FC 14B X-Factor,3,2025-01-25
PRFC Southeast Valley 14B Predator,0,Phoenix Premier FC 14B Black,3,2025-01-25
PRFC Southeast Valley 14B Predator,0,AZ Arsenal 14 Boys Teal SC,2,2025-01-25
PRFC Southeast Valley 14B Predator,0,AZ Arsenal 14 Boys Teal SC,2,2025-01-25
PRFC Southeast Valley 14B Predator,2,State 48 FC Avondale 14 White,0,2025-01-18
PRFC Southeast Valley 14B Predator,2,State 48 FC Avondale 14 Black,0,2025-01-18
PRFC Southeast Valley 14B Predator,1,14 Cityzens,1,2025-01-11
PRFC Southeast Valley 14B Predator,1,CCV Stars 14 Boys South Pre-ECNL,6,2024-11-24
PRFC Southeast Valley 14B Predator,2,PRFC North Valley 14B Predator,4,2024-11-23
PRFC Southeast Valley 14B Predator,4,CCV Stars 14 Boys West Pre-ECNL,6,2024-11-23
PRFC Southeast Valley 14B Predator,2,AZ Arsenal 14 Boys Teal SC,2,2024-11-23
PRFC Southeast Valley 14B Predator,2,AZ Arsenal 14 Boys Teal SC,2,2024-11-23
PRFC Southeast Valley 14B Predator,0,AZEV B2014 (NAVY),5,2024-11-22
PRFC Southeast Valley 14B Predator,1,2014 Rush Boys,0,2024-11-09
PRFC Southeast Valley 14B Predator,1,2014 Boys Yellow,4,2024-10-27
PRFC Southeast Valley 14B Predator,2,14B GSA,5,2024-10-26
PRFC Southeast Valley 14B Predator,1,AZEV B2014 (WHITE),2,2024-10-26
PRFC Southeast Valley 14B Predator,1,AZEV B2014 (NAVY),4,2024-10-25
PRFC Southeast Valley 14B Predator,3,NOS Santos 14 Boys White,1,2024-10-19
PRFC Southeast Valley 14B Predator,6,Tuzos 2014 Nava,3,2024-09-28
PRFC Southeast Valley 14B Predator,3,PRFC Desert Foothills 14B Predator,4,2024-09-21
PRFC Southeast Valley 14B Predator,2,Madison FC 14 Blue Boys,1,2024-09-14
PRFC Southeast Valley 14B Predator,2,PRFC North Valley 14B Predator,4,2024-09-08
PRFC Southeast Valley 14B Predator,5,14 Boys Navy,4,2024-09-07
PRFC Southeast Valley 14B Predator,5,CCV Stars 14 Boys North Orange,4,2024-09-07
PRFC Southeast Valley 14B Predator,0,Madison FC 14 Gold Boys,9,2024-09-07
PRFC Southeast Valley 14B Predator,0,Madison FC 14 Gold Boys,9,2024-09-07
PRFC Southeast Valley 14B Predator,1,14B Antunez Pre-MLS Next,7,2024-04-21
PRFC Southeast Valley 14B Predator-Central,4,Select 14B Red,2,2025-09-13
PRFC Southeast Valley 14B Predator-Central,2,Scottsdale 14 Sandsharks Select,5,2025-08-31
PRFC Southeast Valley 14B Predator-Central,2,Playmaker Futbol Academy 14B Black,4,2025-08-30
PRFC Southeast Valley 14B Predator-Central,1,Tuzos Royals 14 Pre-Academy,6,2025-08-29
PRFC Southeast Valley 14B Predator-Central,6,14 Boys Navy,1,2025-04-05
PRFC Southeast Valley 14B Predator-Central,6,CCV Stars 14 Boys South Orange,1,2025-04-05
PRFC Southeast Valley 14B Predator-Central,0,Brazas 2014 Boys Black Marcos,3,2025-04-04
PRFC Southeast Valley 14B Predator-Central,1,State 48 FC Avondale 14 White,2,2025-03-23
PRFC Southeast Valley 14B Predator-Central,1,State 48 FC Avondale 14 Black,2,2025-03-23
PRFC Southeast Valley 14B Predator-Central,0,14 Boys Navy,0,2025-03-22
PRFC Southeast Valley 14B Predator-Central,2,Real Arizona 2014,2,2025-03-21
PRFC Southeast Valley 14B Predator-Central,1,FC Elite Arizona 2014 Boys (ARCHIVED),2,2025-03-08
PRFC Southeast Valley 14B Predator-Central,1,CCV Stars 14 Boys South Pre-ECNL,6,2025-02-23
PRFC Southeast Valley 14B Predator-Central,1,AZ Arsenal 14 Boys Teal SC,0,2025-02-20
PRFC Southeast Valley 14B Predator-Central,1,AZ Arsenal 14 Boys Teal SC,0,2025-02-20
PRFC Southeast Valley 14B Predator-Central,3,PRFC Scottsdale 14B Predator,2,2025-02-15
PRFC Southeast Valley 14B Predator-Central,1,AZ Arsenal Pre-ECNL B14,5,2025-02-01
PRFC Southeast Valley 14B Predator-Central,4,PRFC West Valley 14B Pre-Academy,1,2025-01-25
PRFC Southeast Valley 14B Predator-Central,0,14 Pre-MLSN #2,2,2025-01-19
PRFC Southeast Valley 14B Predator-Central,3,CDO 14B Premier,4,2025-01-18
PRFC Southeast Valley 14B Predator-Central,0,Phoenix United 2014 Premier,2,2025-01-11
PRFC Southeast Valley 14B Predator-Central,4,FC Deportivo AZ 2014B (Gallegos),7,2024-12-08
PRFC Southeast Valley 14B Predator-Central,8,NOS Santos 14 Boys Blue,1,2024-12-07
PRFC Southeast Valley 14B Predator-Central,1,2014 Boys Yellow,2,2024-12-07
PRFC Southeast Valley 14B Predator-Central,1,Tuzos Royals 14 Pre-Academy,0,2024-11-29
PRFC Southeast Valley 14B Predator-Central,2,U-12 (2014) Boys Pre Academy Blue,2,2024-11-16
PRFC Southeast Valley 14B Predator-Central,3,AZ Inferno 14 Boys Black,1,2024-11-16
PRFC Southeast Valley 14B Predator-Central,1,14 Boys Navy,2,2024-11-10
PRFC Southeast Valley 14B Predator-Central,1,CCV Stars 14 Boys North Orange,2,2024-11-10
PRFC Southeast Valley 14B Predator-Central,1,Phoenix Premier FC 14B SW Black,3,2024-11-09
PRFC Southeast Valley 14B Predator-Central,1,Phoenix Premier FC 14B SW Black,3,2024-11-09
PRFC Southeast Valley 14B Predator-Central,2,PRFC West Valley 14B Pre-Academy,3,2024-11-08
PRFC Southeast Valley 14B Predator-Central,1,PRFC Scottsdale 14B Pre-Academy,11,2024-11-02
PRFC Southeast Valley 14B Predator-Central,0,Madison FC 14 Gold Boys,4,2024-10-26
PRFC Southeast Valley 14B Predator-Central,0,Madison FC 14 Gold Boys,4,2024-10-26
PRFC Southeast Valley 14B Predator-Central,3,Phoenix United 2014 Premier,1,2024-10-12
PRFC Southeast Valley 14B Predator-Central,0,CCV Stars 14 Boys North Orange,4,2024-10-05
PRFC Southeast Valley 14B Predator-Central,0,14 Boys Navy,4,2024-10-05
PRFC Southeast Valley 14B Predator-Central,0,East Valley NSFC 14 Boys Aguirre,3,2024-09-28
PRFC Southeast Valley 14B Predator-Central,2,2014 Boys Yellow,3,2024-09-21
PRFC Southeast Valley 14B Predator-Central,3,U-12 (2014) Boys Pre Academy Blue,4,2024-09-14
PRFC West Valley 14B Pre-Academy,0,AZ Arsenal 14 Boys Teal SC,4,2025-09-21
PRFC West Valley 14B Pre-Academy,6,CAC 14/15B (Conroy),0,2025-09-20
PRFC West Valley 14B Pre-Academy,0,Eagles F.C.,2,2025-09-20
PRFC West Valley 14B Pre-Academy,0,Phoenix United 2014 Premier,3,2025-09-13
PRFC West Valley 14B Pre-Academy,2,Playmaker Futbol Academy 14B Black,3,2025-04-26
PRFC West Valley 14B Pre-Academy,2,Playmaker Futbol Academy 14B Gold,3,2025-04-26
PRFC West Valley 14B Pre-Academy,1,CCV Stars 14 Boys South Pre-ECNL,6,2025-04-13
PRFC West Valley 14B Pre-Academy,0,Phoenix United 2014 Premier,3,2025-03-08
PRFC West Valley 14B Pre-Academy,1,14B Hinds,0,2025-03-08
PRFC West Valley 14B Pre-Academy,0,Tuzos Royals 14 Pre-Academy,6,2025-02-21
PRFC West Valley 14B Pre-Academy,1,AZ Arsenal Pre-ECNL B14,4,2025-02-01
PRFC West Valley 14B Pre-Academy,1,PRFC Southeast Valley 14B Predator-Central,4,2025-01-25
PRFC West Valley 14B Pre-Academy,5,Playmaker Futbol Academy 14B Gold,2,2025-01-24
PRFC West Valley 14B Pre-Academy,3,FC Elite Arizona 2014 Boys (ARCHIVED),0,2025-01-11
PRFC West Valley 14B Pre-Academy,1,AZ Inferno 14 Boys Black,0,2025-01-10
PRFC West Valley 14B Pre-Academy,1,PRFC Scottsdale 14B Pre-Academy,5,2024-12-15
PRFC West Valley 14B Pre-Academy,0,14B Moyer,2,2024-12-14
PRFC West Valley 14B Pre-Academy,0,14B GSA,6,2024-12-07
PRFC West Valley 14B Pre-Academy,0,2014B West,12,2024-12-07
PRFC West Valley 14B Pre-Academy,1,NOS Santos 14 Boys Blue,5,2024-12-06
PRFC West Valley 14B Pre-Academy,0,Scottsdale 14 Sandsharks Select,2,2024-11-21
PRFC West Valley 14B Pre-Academy,0,Scottsdale 14 Sandsharks Select,2,2024-11-21
